,name,state_name,land_wind_,util_pv_te,longitude,latitude
651,Audubon,Iowa,11532263.2,26577941.61,-94.90582584833915,41.68459676122431
652,Adams,Iowa,9537153.95,31766096.55,-94.69917528035968,41.02898019380703
653,Adair,Iowa,14073198.7,41428021.12,-94.47094955325308,41.3307376783613
654,Wayne,Nebraska,11639862.01,39307531.25,-97.11921173442042,42.20929244718674
655,Valley,Nebraska,12651408.03,46589963.53,-98.98188512425793,41.56729893896559
656,Washington,Nebraska,7020616.88,27369111.02,-96.2218769584808,41.53110734529517
657,Thomas,Nebraska,15361631.14,55058246.73,-100.5558614283338,41.91351565556758
658,Thurston,Nebraska,9209445.54,23683389.05,-96.54403218937429,42.15818681343069
659,Pennington,South Dakota,29727121.78,156168910.64,-102.82382206347351,44.00373920078366
660,Sevier,Arkansas,3677840.66,40696715.88,-94.24117255492528,33.99718475399378
661,Titus,Texas,2797578.69,43350141.06,-94.96565549449681,33.216589032558744
662,Delta,Texas,4363903.33,34249961.07,-95.67223607560636,33.386285141532085
663,Camp,Texas,1421652.56,20954415.92,-94.97847241118302,32.973211029087075
664,Cass,Texas,5620241.07,77451189.5,-94.34363810106288,33.07752517807145
665,Carson,Texas,27198356.21,137300557.14,-101.35418970657179,35.40350766450117
666,Castro,Texas,22188132.84,151209636.06,-102.26167067766701,34.52998689403363
667,Grant,Oklahoma,20085046.04,145396124.81,-97.78613560871831,36.79616585042027
668,Jewell,Kansas,20642292.91,113802013.15,-98.21840666688797,39.78474180052704
669,Calaveras,California,4580092.41,10838394.52,-120.55408917079855,38.20471003135476
670,Hodgeman,Kansas,19918089.41,126335745.91,-99.8979111059852,38.087500278020876
671,Haskell,Kansas,15781444.98,92329246.45,-100.87119641349211,37.56229049980548
672,Alameda,California,1829581.22,5764658.66,-121.88610580424404,37.64642230811096
673,Jackson,Kansas,14666206.03,74273323.08,-95.79365601572071,39.41680686648294
674,Nemaha,Nebraska,6024513.16,39146119.17,-95.8486855796065,40.388137990195496
675,Nance,Nebraska,7431313.16,43080090.97,-97.9922430202423,41.3973096273992
676,Morrill,Nebraska,28662057.01,154441114.7,-103.01056303680832,41.7160040110305
677,Merrick,Nebraska,7637751.52,62673971.67,-98.03778953394043,41.169757193428126
678,Nuckolls,Nebraska,13555879.73,74761779.62,-98.0471860042336,40.17638440172039
679,Sedgwick,Kansas,15268398.36,120941171.13,-97.46096879607795,37.68476954162969
680,Scott,Kansas,18182809.91,108908088.96,-100.90684952434651,38.48217198243771
681,Shawnee,Kansas,7474538.65,54070563.93,-95.75647144812177,39.04152430084572
682,Seward,Kansas,14735177.99,95638588.52,-100.85130988461823,37.193298524721
683,Sheridan,Kansas,21770088.7,120884058.62,-100.44182061438786,39.350336508043696
684,Allen,Kansas,10702087.54,68768652.18,-95.30139619614279,37.8857487896143
685,Morgan,Utah,1978264.41,2181115.56,-111.5731582766176,41.08932374606823
686,Fremont,Colorado,9823324.84,25149765.14,-105.43965278659634,38.472966611330925
687,El Paso,Colorado,23594785.02,204125689.69,-104.5255846695983,38.83208537265577
688,Gilpin,Colorado,637661.72,0.0,-105.52251212672009,39.857526071308826
689,Garfield,Colorado,7927005.42,12475461.23,-107.90394642034893,39.599315446840976
690,Grand,Colorado,3521573.41,10074784.17,-106.11826149090513,40.102781064196165
691,Roger Mills,Oklahoma,24736623.96,128819773.09,-99.69567373070416,35.68839878493883
692,San Joaquin,California,7310482.47,142272736.89,-121.27154490681545,37.93435400411762
693,Blaine,Oklahoma,24089491.61,123530651.05,-98.43346851113903,35.87524026398621
694,Bryan,Oklahoma,15735239.34,118218116.42,-96.26002355941199,33.96233103909381
695,Caddo,Oklahoma,31572129.46,148529021.2,-98.37516119805555,35.174390230309335
696,Canadian,Oklahoma,19963331.87,120113755.22,-97.98242608211149,35.54259472899652
697,Carter,Oklahoma,14846241.27,98426120.55,-97.28578581814624,34.25084920816562
698,Vernon,Missouri,12191952.37,98805202.65,-94.34242635280609,37.85059623096404
699,McCulloch,Texas,25006179.56,152566016.82,-99.34748912180761,31.198866905392187
700,Walker,Texas,4813810.24,63368438.6,-95.5722684257227,30.739031427557958
701,Ward,Texas,14739217.37,145515426.57,-103.10255021600557,31.509486989165367
702,Lynn,Texas,19975662.54,150277252.82,-101.81612317547363,33.17681232160078
703,Lamar,Texas,12902901.52,119793673.35,-95.57115690358727,33.66706460132269
704,Knox,Texas,19329080.59,126833296.08,-99.74143922251912,33.606130088442725
705,Lamb,Texas,23492275.96,169006990.39,-102.35171088174462,34.068639548373135
706,Seminole,Oklahoma,11621983.83,69977419.5,-96.6154669275428,35.1676993730444
707,Armstrong,Texas,19692240.89,100316841.98,-101.3573893098977,34.96492854920269
708,Bailey,Texas,17612607.04,141355856.72,-102.8298615550905,34.06850900480782
709,Lassen,California,38481090.43,190270542.46,-120.5942989144956,40.673550629777374
710,Los Angeles,California,2046515.0,5245800.44,-118.22489785944525,34.32308123625904
711,Lake,California,3864262.28,10832635.24,-122.75316745876755,39.099618516379564
712,Madera,California,12494577.78,137980310.63,-119.76259411743456,37.218131358491924
713,Wise,Texas,15962675.01,113152288.9,-97.65442344458812,33.21586784664387
714,Winkler,Texas,16083842.88,147923745.01,-103.04820564225844,31.850045159263253
715,Wood,Texas,3823692.03,61877761.61,-95.38211109623808,32.786400681252175
716,Weston,Wyoming,30222430.54,213349256.98,-104.56782719314204,43.84048531918794
717,Uinta,Wyoming,31054396.34,129020176.77,-110.54760082611095,41.28756075249585
718,Washakie,Wyoming,21075092.73,92354742.47,-107.68285763818068,43.905000443240404
719,San Benito,California,5421306.22,25587767.09,-121.07499039974891,36.6056986165165
720,Crawford,Iowa,17192983.93,39797644.18,-95.38205856299466,42.037219773384294
721,Baylor,Texas,21389886.69,130825221.35,-99.21353176927057,33.616478287136125
722,Clay,Iowa,11548242.26,69563232.81,-95.15092643584711,43.082625275965455
723,Otoe,Nebraska,11551522.82,62177437.33,-96.13476852238576,40.648501530340425
724,Pawnee,Nebraska,9487588.75,44585946.17,-96.23709829489742,40.131545206591845
725,Phelps,Nebraska,10969407.51,73112443.63,-99.41454452565806,40.511125827333494
726,Pierce,Nebraska,14564889.04,69103736.71,-97.60131023501452,42.264428036327814
727,Saline,Kansas,13604688.83,84129567.89,-97.64997239902502,38.783854586361045
728,Rush,Kansas,16964398.44,105435304.34,-99.30922740426847,38.52324153986538
729,Russell,Kansas,19640797.0,97560443.61,-98.76228916811596,38.914812206845816
730,Riley,Kansas,9729988.52,40442151.52,-96.73524152351943,39.296481712154446
731,Rooks,Kansas,17856899.13,114918304.15,-99.32503036387577,39.35017870810684
732,Woodbury,Iowa,18687501.21,59029128.33,-96.0447343915838,42.389710994573676
733,Riverside,California,3599760.34,60539128.15,-115.99380778191829,33.74368745827935
734,Atchison,Kansas,8760579.48,43692373.82,-95.31284679525758,39.53197411786199
735,Shackelford,Texas,23672218.56,117228671.76,-99.35407397925509,32.73597742331729
736,Santa Clara,California,2335994.87,11382667.43,-121.69477090797676,37.23159091191779
737,Fannin,Texas,17593931.88,122303393.2,-96.10662694415471,33.5939199898441
738,Santa Cruz,California,565261.69,2922343.9,-122.00175070353471,37.05621296198061
739,Schleicher,Texas,35453866.33,197975691.58,-100.53855469540892,30.897447327315206
740,San Mateo,California,457310.29,819798.68,-122.3289414018847,37.42198335287367
741,Erath,Texas,20523574.56,126866115.65,-98.21796613891703,32.2362552996601
742,Jefferson,Colorado,1232306.05,2483099.25,-105.25046596006906,39.58636659730902
743,Huerfano,Colorado,21288654.17,84812765.41,-104.96061593859322,37.6846679561031
744,Jackson,Colorado,6492221.28,58392400.19,-106.34305822075878,40.666559645811475
745,Gunnison,Colorado,5081121.01,13680531.38,-107.03173690603623,38.666825014102834
746,Hinsdale,Colorado,178327.05,0.0,-107.3003094012576,37.8213467223226
747,Madison,Idaho,4808886.34,35213065.68,-111.6593605152114,43.784212600027715
748,Shasta,California,12503328.19,82555957.05,-122.04054845147901,40.763732441261226
749,Placer,California,2829344.56,31199144.44,-120.717502596037,39.06356884978807
750,Lincoln,Kansas,16044825.03,82804347.27,-98.20771151049783,39.04534432479686
751,Atchison,Missouri,10462274.19,45706650.62,-95.42695643559483,40.43069477932622
752,Andrew,Missouri,7668273.05,39215343.45,-94.8020217958513,39.98348012053814
753,Coryell,Texas,15979521.89,92265084.85,-97.79921125637847,31.390903712840924
754,Moody,South Dakota,10656069.22,65604884.88,-96.67092938584717,44.02202230436762
755,Runnels,Texas,21183169.73,162214697.07,-99.97623947640304,31.831097225358842
756,Roberts,Texas,22856641.9,76989871.53,-100.81344642661848,35.8385077662798
757,Robertson,Texas,9822756.74,108237837.15,-96.51271926402194,31.02711759188015
758,Rockwall,Texas,915697.94,14093689.59,-96.40776556668696,32.89776722172715
759,Jeff Davis,Texas,32314073.55,160020926.67,-104.1400263927384,30.7154772694202
760,Bell,Texas,11715779.26,107950193.52,-97.47820499849233,31.037665845134715
761,Inyo,California,7017750.48,120222457.68,-117.41075129190511,36.511111445019566
762,Marin,California,1009294.12,1915596.81,-122.71826784793782,38.07239679578219
763,Mariposa,California,4435821.04,8131408.21,-119.90505539657104,37.58155276910127
764,Mendocino,California,7602726.73,13826815.16,-123.39121900161743,39.44031191328171
765,Merced,California,14314875.06,211157702.91,-120.71823774384882,37.19223017439465
766,Modoc,California,22835171.18,329976480.04,-120.7249713954542,41.589843873250146
767,Butte,Idaho,16750647.63,163221723.78,-113.17107998542059,43.72329156823065
768,Dickinson,Iowa,6937455.99,46125223.33,-95.15085217053588,43.37799438082275
769,Meade,Kansas,23164637.71,140418518.61,-100.36618083082215,37.23822902686717
770,Clark,Kansas,20187206.33,125908524.68,-99.82029032908387,37.23553468486012
771,Clay,Kansas,14451523.37,84025998.66,-97.16518886902072,39.34972320499495
772,Cherokee,Kansas,11112287.24,76601788.16,-94.84626374987114,37.169312658329545
773,Cheyenne,Kansas,22980479.98,117283836.31,-101.73114852900925,39.78588101197833
774,Cloud,Kansas,16118510.73,90960587.97,-97.64929928341536,39.480349192186935
775,Delta,Colorado,2270188.35,29727920.83,-107.86290681777541,38.86133669326578
776,Tulsa,Oklahoma,3543570.0,41839185.43,-95.94147761613371,36.121076634989215
777,Tillman,Oklahoma,19620390.28,136091417.16,-98.92434665179057,34.37289962311509
778,Uintah,Utah,30587097.6,182290073.36,-109.51862869697023,40.1246696774406
779,Utah,Utah,5454853.19,52803940.88,-111.6706226252471,40.11951703132833
780,Kiowa,Kansas,19440729.69,101507791.92,-99.2860007244941,37.55826738278374
781,Lake,Oregon,76316528.03,474147178.0,-120.38745847100778,42.79339607911363
782,Kearny,Kansas,21397449.13,136092517.12,-101.31983962938463,38.00019080645928
783,Fresno,California,30399008.12,395726126.61,-119.65038059499676,36.75841098150994
784,El Dorado,California,3237101.73,4000633.33,-120.5248362126989,38.77856722023417
785,Contra Costa,California,955761.57,12296068.17,-121.9262635451666,37.91915258997117
786,Colusa,California,9571670.59,94610559.63,-122.23703277112706,39.17758051650175
787,Osceola,Iowa,8880167.7,51678687.05,-95.62374900475199,43.37856826780522
788,Emmet,Iowa,7875319.7,48702735.14,-94.67847495153126,43.37803133234713
789,Gray,Kansas,23480630.55,135112001.31,-100.43784946973324,37.73823226019234
790,Denton,Texas,8772130.88,89247021.23,-97.11722775491957,33.20429859415201
791,Phillips,Kansas,15743101.5,101731647.09,-99.34690775299066,39.784552649740576
792,Madison,Nebraska,12710862.57,64633705.98,-97.60077537410997,41.91670098787573
793,Ottawa,Kansas,15255210.76,91526055.26,-97.65024112707071,39.132565030620306
794,Osborne,Kansas,19875740.6,110188498.0,-98.76796409564187,39.350351777466436
795,Logan,Nebraska,12270904.94,62333253.73,-100.4828583218772,41.5664901616667
796,Lincoln,Nebraska,55168410.34,265991091.77,-100.7452184697459,41.047777023069074
797,McPherson,Nebraska,20493093.22,88852744.5,-101.06053605175788,41.56808763094013
798,Loup,Nebraska,12250221.67,67257901.87,-99.4544205496551,41.91384485313652
799,Gove,Kansas,24870499.88,150992965.92,-100.48292353087248,38.91606554755362
800,Pottawatomie,Kansas,18016846.44,72953898.06,-96.34246888500101,39.37899604952353
801,Kern,California,24549395.48,422401015.18,-118.72981990814301,35.34292758696463
802,Prowers,Colorado,35903062.09,254714619.14,-102.39333365289069,37.95517779018118
803,Ouray,Colorado,2001392.77,5216527.79,-107.76930859807881,38.15545171118565
804,Park,Colorado,11125526.61,58688577.97,-105.71720135145684,39.11928516735745
805,Phillips,Colorado,15913370.01,102903554.3,-102.35753556448212,40.59386583077307
806,Pitkin,Colorado,154196.77,525365.18,-106.91652323558996,39.21711202338923
807,Mesa,Colorado,9967921.81,67349537.69,-108.46646833413172,39.01827654393904
808,Logan,Colorado,35618041.03,253498047.55,-103.11009078167929,40.72469042715789
809,Lincoln,Colorado,49271728.33,389193824.57,-103.51396921559179,38.988055660324726
810,Las Animas,Colorado,71236567.06,390123684.43,-104.03870308789449,37.3158551358255
811,Mineral,Colorado,30440.53,0.0,-106.92409059648104,37.66899351961271
812,Texas,Oklahoma,49735588.48,301732291.18,-101.49003826934042,36.74790990088175
813,Rogers,Oklahoma,11680490.17,76887525.55,-95.60436723071945,36.3715819145754
814,Stephens,Oklahoma,19190026.36,118179497.02,-97.85147410445812,34.48560443967132
815,Sequoyah,Oklahoma,6925512.91,46281921.48,-94.75526430221235,35.49536065335627
816,McDonald,Missouri,7784606.6,23655028.16,-94.34839153618366,36.62872759319786
817,Beaver,Oklahoma,44858836.41,262052493.24,-100.47677365929559,36.749699951419444
818,Atoka,Oklahoma,14609630.14,90200794.8,-96.03783379773603,34.37370522406097
819,Alfalfa,Oklahoma,18640543.55,123507788.56,-98.32398647528423,36.731012416111014
820,Adair,Oklahoma,7825487.48,26513078.5,-94.65872475968708,35.88395124534886
821,Beckham,Oklahoma,19839160.0,121895148.84,-99.6819441808533,35.268696214970376
822,Cassia,Idaho,23958945.29,159474790.4,-113.60036861392696,42.28387477717093
823,Plumas,California,8496492.37,22614972.8,-120.8385703264344,40.00468463394222
824,Trinity,California,2016336.78,1248273.16,-123.11263026459494,40.650690504220876
825,Yavapai,Arizona,47271027.98,304172518.84,-112.55388028460668,34.599895998485536
826,Pinal,Arizona,40762931.85,546755182.22,-111.3447077342495,32.9043653115911
827,Santa Cruz,Arizona,4869203.94,32258438.01,-110.84652759967886,31.52609111293427
828,Rich,Utah,9412506.63,32419939.39,-111.24445276923463,41.63231168614313
829,Van Zandt,Texas,8798049.01,101411570.38,-95.8365768122342,32.56372915331364
830,Upton,Texas,28313656.46,198716677.81,-102.0430506588036,31.368810645107274
831,Sacramento,California,2056346.77,77447063.41,-121.34375386880427,38.44925472089525
832,Boise,Idaho,2378125.36,618725.6,-115.73019053713264,43.98911137769615
833,Blaine,Idaho,8041584.26,75789663.44,-113.97987061899434,43.41240854945412
834,Bingham,Idaho,29799095.01,208189394.5,-112.39803890323093,43.216526422207124
835,Bonneville,Idaho,11901123.6,80991944.45,-111.6149229672769,43.38774227175783
836,Sanpete,Utah,5183437.64,43474905.37,-111.57636805292297,39.37394871867394
837,Kent,Texas,19376080.48,116208178.3,-100.77756789087904,33.18140758987832
838,King,Texas,20688641.6,111864005.51,-100.25585347151731,33.61647905922623
839,Archer,Texas,22523988.82,136427424.46,-98.68768819683525,33.61534665315935
840,Mitchell,Texas,18293288.74,142477205.96,-100.92122740101031,32.30620562851297
841,Anderson,Texas,3863768.43,85129767.24,-95.65250921544258,31.813342990170387
842,Andrews,Texas,33147717.77,260067235.72,-102.63781871500103,32.30503707035043
843,Angelina,Texas,3551141.63,55517105.54,-94.61181287535089,31.25480864150227
844,Perkins,Nebraska,21570827.9,130953923.78,-101.64956534346653,40.8509242489692
845,Racine,Wisconsin,2518853.08,30264366.5,-88.06113266390201,42.747455443371194
846,Richland,Wisconsin,6247851.54,10857749.92,-90.42947868019624,43.375620518104824
847,Rock,Wisconsin,8667209.78,71011621.83,-89.07156503952011,42.67121777990716
848,Addison,Vermont,3395019.13,23525822.27,-73.14064765044033,44.03063741548394
849,Laclede,Missouri,10296239.2,43979409.47,-92.59032809726172,37.65832189861398
850,Champaign,Illinois,17213818.43,125242713.28,-88.1992024658262,40.140080843033566
851,Knox,Missouri,8810851.06,57331194.98,-92.14809751397843,40.12824079311869
852,Cass,Illinois,4766969.74,38489005.74,-90.24740346544317,39.973575803616235
853,Carroll,Illinois,7623222.0,40465482.54,-89.93435750016612,42.06865706973555
854,Calhoun,Illinois,1905880.77,9422062.16,-90.66747205859787,39.16917769195206
855,Bureau,Illinois,16388319.73,103036389.14,-89.52867596451459,41.40410238506937
856,Bamberg,South Carolina,519034.9,35770224.08,-81.05419069583962,33.21477133549719
857,Aiken,South Carolina,4414212.72,85110734.82,-81.63488289883178,33.544295147357964
858,Abbeville,South Carolina,3780294.88,37222866.92,-82.45870886541468,34.22256591029628
859,Anderson,South Carolina,5194656.29,60112886.87,-82.63786442176995,34.519082539231434
860,Allendale,South Carolina,895755.61,35409224.21,-81.35815167660938,32.98808451791674
861,Covington,Alabama,7618356.35,83360225.93,-86.45123604488721,31.24851579532335
862,Marquette,Wisconsin,1591921.76,32459324.05,-89.39878916337571,43.819597949919284
863,Manitowoc,Wisconsin,6114681.32,55411681.63,-87.80960311099857,44.11991040014539
864,Coffee,Alabama,4994372.37,57655972.5,-85.9882046751992,31.40263783271015
865,Colbert,Alabama,4938673.15,34432357.52,-87.80499493873148,34.70043995367011
866,Conecuh,Alabama,6032230.91,81084399.91,-86.99370811445878,31.429350281295232
867,Milwaukee,Wisconsin,28662.12,2614077.78,-87.96664942274654,43.007123195691605
868,Coosa,Alabama,5259671.63,29318444.08,-86.24766622545249,32.936230573434564
869,Smith,Mississippi,3209729.97,35825249.4,-89.50667484513842,32.01769006560071
870,Scott,Mississippi,2023218.89,25073196.44,-89.53763832155282,32.406371658411594
871,Rankin,Mississippi,2641620.19,66305747.42,-89.9458238264481,32.26408521091613
872,Simpson,Mississippi,3865593.65,53970350.14,-89.91951563776065,31.913171622333437
873,Sharkey,Mississippi,2598132.62,34201391.38,-90.81322898701323,32.87971633970489
874,Itawamba,Mississippi,3241198.33,27585386.23,-88.3613149070589,34.27999411811512
875,Issaquena,Mississippi,1797563.32,28121587.2,-90.98914853552566,32.74138755155093
876,Luzerne,Pennsylvania,5163633.76,10682127.39,-75.98896804470986,41.17712283831788
877,Holmes,Mississippi,4434487.29,68206058.2,-90.09213302127309,33.12352580889525
878,Lehigh,Pennsylvania,1555945.02,6458096.64,-75.59244317447101,40.6127760140831
879,Lebanon,Pennsylvania,2331903.21,17825279.27,-76.45774417611074,40.367207882606024
880,Dorchester,Maryland,1103544.84,28488943.33,-76.00700977953178,38.481501460308685
881,Floyd,Indiana,1046469.14,6705521.9,-85.90700306924423,38.319053776032845
882,Onslow,North Carolina,1241873.02,41156706.76,-77.43430348868935,34.737664559937215
883,Northampton,North Carolina,3149880.68,53420998.13,-77.39676908108557,36.417659540361434
884,Pamlico,North Carolina,792070.08,18963660.7,-76.74930688013288,35.14112590754049
885,Orange,North Carolina,2947278.71,30659634.67,-79.12047662113584,36.06137936537126
886,Pasquotank,North Carolina,1637003.79,19082676.99,-76.28670042793856,36.297331477027754
887,Craven,North Carolina,1642462.92,40017910.71,-77.09598465659067,35.12524267338279
888,Clay,North Carolina,387754.39,243257.69,-83.75020692801495,35.05722465107328
889,Chowan,North Carolina,793362.7,15183831.34,-76.60811766940773,36.15051728642453
890,Steele,Minnesota,8147551.65,50153233.85,-93.2260535370869,44.02232542655149
891,Columbus,North Carolina,2561724.01,82944864.28,-78.65509486227154,34.26544250381304
892,Cleveland,North Carolina,3199285.47,33502519.68,-81.55547817700656,35.334021835277085
893,Carroll,Maryland,3051316.67,16440626.68,-77.02260546793084,39.563043048057146
894,Owsley,Kentucky,1075964.13,103382.19,-83.68310981997645,37.419209966156934
895,Oldham,Kentucky,880713.08,11952510.9,-85.44843250701516,38.399459140371846
896,Owen,Kentucky,4351526.33,7376020.75,-84.828071697679,38.51966687373043
897,Nicholas,Kentucky,2709096.96,3910181.62,-84.01534326346389,38.33556486364512
898,Ohio,Kentucky,5814927.08,32289879.41,-86.8489430740727,37.47817768919142
899,Lapeer,Michigan,4998273.47,61150761.99,-83.22176121359533,43.09012587553292
900,Lake,Michigan,3937436.77,18155293.15,-85.8016963034212,43.989998713189564
901,Kent,Michigan,3858840.79,57032334.45,-85.54926605970992,43.032163760447524
902,Worcester,Maryland,735140.58,24882419.61,-75.35655990214282,38.220028723469426
903,Waseca,Minnesota,8516540.11,49581533.59,-93.58730994585588,44.02210749761838
904,Arlington,Virginia,0.0,0.0,-77.10094656932203,38.87861821242853
905,Dodge,Minnesota,8575389.76,52473274.71,-92.8620562816121,44.02258536388789
906,Edgar,Illinois,12478792.17,79585232.84,-87.74560051372448,39.67855205408304
907,Oregon,Missouri,7640470.1,25901649.27,-91.4033029383216,36.68672234497303
908,Edwards,Illinois,3712168.95,26469012.96,-88.05327720165417,38.41651506870371
909,Morgan,Missouri,7772380.83,34021632.92,-92.88603644742494,38.42375980428672
910,New Madrid,Missouri,10584448.17,88698247.44,-89.65159569747013,36.59422505571052
911,DuPage,Illinois,0.0,4190728.58,-88.08564961185644,41.85201097943033
912,Fond du Lac,Wisconsin,5868024.87,62340493.61,-88.48825260207153,43.7535783679351
913,Avoyelles,Louisiana,3980990.24,69605849.63,-92.00136287361569,31.0762427541851
914,Pope,Minnesota,8972275.17,71631616.38,-95.44451154720738,45.586026595204785
915,Wichita,Texas,10614530.33,89105014.95,-98.70310908163529,33.98803517811069
916,Wilbarger,Texas,22226201.13,150809694.98,-99.24094853543177,34.08069094004719
917,Wheeler,Texas,21432889.44,119665811.89,-100.26973181100337,35.4012755986005
918,Humboldt,California,6531986.39,9944728.41,-123.87327166742523,40.698941825373325
919,Glenn,California,9956259.37,87719069.03,-122.39222710475032,39.598385376650626
920,Imperial,California,5720923.21,131137190.03,-115.36533732227483,33.03958806832262
921,Greene,Iowa,12762339.16,70919566.46,-94.39685871989329,42.036247526372144
922,Fremont,Iowa,9558602.87,42152457.28,-95.60468122694422,40.74560712757832
923,Guthrie,Iowa,12860725.73,41290961.97,-94.50104607767905,41.68376273192205
924,Wagoner,Oklahoma,8484737.29,67392277.79,-95.52109124561244,35.96095071502544
925,Conejos,Colorado,5202601.21,77831542.66,-106.1916626537298,37.20068787393206
926,Costilla,Colorado,10961518.11,91650545.81,-105.42827966583997,37.278048736501134
927,Crowley,Colorado,11884158.19,127676607.19,-103.78483475624137,38.326662560335414
928,Custer,Colorado,3454068.03,17148008.61,-105.36747379506211,38.108675154356725
929,Teller,Colorado,2517222.68,1507740.36,-105.16183574630142,38.882156062875865
930,Sedgwick,Colorado,12023384.08,76666529.62,-102.35182128871342,40.87587123507057
931,Summit,Colorado,356902.3,0.0,-106.11635536911722,39.63412480063413
932,San Juan,Colorado,96266.32,88755.24,-107.67614727817758,37.764035728809965
933,San Miguel,Colorado,8655076.64,43196909.2,-108.40588386976707,38.003749121132905
934,Siskiyou,California,16536339.62,148837918.04,-122.54034734597418,41.59265849410464
935,Trego,Kansas,18630368.12,118225991.94,-99.87277601595774,38.91431191236039
936,Yuma,Arizona,26580010.43,501406538.4,-113.90572801939757,32.76938571681415
937,Churchill,Nevada,36956571.36,368039774.22,-118.33562486149766,39.580830419009885
938,Clark,Nevada,32600541.43,236094097.57,-115.01870355602776,36.21450375613126
939,Douglas,Nevada,3441756.43,22510533.07,-119.61638109265616,38.91224097314906
940,Elko,Nevada,173877132.6,956298458.95,-115.35775939107293,41.145829224777444
941,Bates,Missouri,14119112.79,101367547.97,-94.3400346560701,38.25731577979485
942,Plymouth,Iowa,18148824.6,82998926.05,-96.21415522569245,42.737810310375906
943,Barton,Missouri,10931965.9,76561749.1,-94.34709464282783,37.50229954246693
944,Mitchell,Kansas,15420155.2,91688107.21,-98.20938042916166,39.39325985956184
945,Young,Texas,20391759.88,121933561.75,-98.68777056985381,33.17669853964916
946,Platte,Missouri,4339310.43,33789456.18,-94.77367179347343,39.380454099007814
947,Reagan,Texas,26961036.66,188065580.24,-101.52301508435828,31.36619266317475
948,Red River,Texas,7272564.72,116632379.73,-95.05031885443923,33.6208181012698
949,Ford,Kansas,27817881.78,165451532.08,-99.8878924439716,37.69175697722291
950,Johnson,Texas,11506751.74,92027998.25,-97.36641766579754,32.37906955411528
951,Jones,Texas,22080566.72,149916800.23,-99.87875838721939,32.739915758641466
952,Kaufman,Texas,11163996.11,102979452.42,-96.2879225234119,32.5995147281467
953,Borden,Texas,18260078.61,138555891.58,-101.4317453901162,32.74370010732891
954,Bowie,Texas,6501364.73,95837398.63,-94.42326824455364,33.445846532892865
955,Monterey,California,12487197.9,70107171.26,-121.2390072114168,36.2171560801414
956,Mono,California,6120865.05,63037085.22,-118.88662129819825,37.93900210943487
957,Nevada,California,2484756.4,3183332.01,-120.76820638406382,39.301390082742586
958,Orange,California,87747.05,282601.81,-117.76101399397773,33.70289844553799
959,McPherson,Kansas,21212942.64,123786349.59,-97.64806774598853,38.39164842582037
960,Marion,Kansas,22686829.77,131266520.84,-97.09687177637221,38.35892504733389
961,Stanislaus,California,10067059.04,133152057.94,-120.99761021696172,37.55906520183415
962,Marshall,Kansas,20272274.52,103220171.74,-96.52294791828999,39.78363394288546
963,Mills,Iowa,8789065.64,34602610.79,-95.62126663935601,41.03345084880155
964,Logan,Kansas,22094601.7,146923080.64,-101.14843063663169,38.917289486307496
965,Lyman,South Dakota,33798888.13,145592476.46,-99.8474170429977,43.8958468920221
966,Crawford,Kansas,11112196.64,76424943.09,-94.85183497784239,37.50734014201788
967,Cowley,Kansas,23219368.97,134395319.27,-96.8374935087925,37.23774216599188
968,Comanche,Kansas,18031746.52,106615263.09,-99.2718769927216,37.1913015400051
969,Miner,South Dakota,12433503.4,74450335.5,-97.6102198403262,44.02195033633237
970,Coffey,Kansas,13585919.66,83403512.38,-95.73413058425302,38.23684059435577
971,Decatur,Kansas,20087686.29,103761176.41,-100.45988503685406,39.78477132288823
972,Sutter,California,5161021.44,76774044.7,-121.69484394724785,39.03465339055829
973,Cass,Missouri,10454938.59,81696077.12,-94.35481151367108,38.64699240832433
974,Elbert,Colorado,34396926.65,195864698.0,-104.1358828544936,39.286553927439265
975,Dolores,Colorado,6066372.89,29947488.65,-108.51720174656889,37.7516029618277
976,Denver,Colorado,0.0,6521574.54,-104.87612410921035,39.76223403557965
977,Eagle,Colorado,2534215.0,1935322.07,-106.6952930618876,39.62783582370429
978,Douglas,Colorado,3450987.07,21783396.81,-104.92951078798347,39.329743310238044
979,Saguache,Colorado,9242981.28,122441956.62,-106.28155145699067,38.08055405906232
980,Routt,Colorado,7507246.07,15908831.42,-106.99119949368787,40.48508601905661
981,Rio Grande,Colorado,2930718.94,48176708.53,-106.3835048600224,37.5823339058793
982,Rio Blanco,Colorado,18665595.9,23549767.38,-108.21719487440684,39.97985188492982
983,Pueblo,Colorado,27110939.32,274152158.43,-104.51286202731802,38.17341451277906
984,Scotts Bluff,Nebraska,10496641.65,80270664.27,-103.70793941001388,41.85061284316388
985,Saunders,Nebraska,16994729.91,84386133.89,-96.63731924993242,41.226121356323326
986,Box Elder,Utah,57569485.09,426090818.0,-113.08209984439964,41.52097495678923
987,Humboldt,Nevada,74470024.49,622952634.85,-118.11197473996238,41.40684882200582
988,Eureka,Nevada,36877592.91,302658935.07,-116.26855946297165,39.983889742029
989,Lincoln,Nevada,84733512.67,568496562.01,-114.87753417269926,37.64332016654989
990,Lander,Nevada,44635835.21,372690588.37,-117.03790695910466,39.933810291526605
991,Buchanan,Missouri,5632287.35,31634210.26,-94.80614894738186,39.659841744937836
992,Saline,Nebraska,12988958.77,75785856.34,-97.14094188225752,40.52406483465625
