,name,state_name,land_wind_,util_pv_te,longitude,latitude
1599,York,South Carolina,3671835.4,49877540.5,-81.18442376030337,34.97475695345749
1600,Worth,Georgia,2633976.86,65664312.86,-83.85091043890952,31.55154347852394
1601,Jackson,Louisiana,2886058.9,53269464.39,-92.55777570303134,32.30202262215549
1602,Davidson,Tennessee,860069.48,6357872.53,-86.78476257497098,36.16943225490052
1603,Cumberland,Tennessee,6306490.04,31842079.99,-84.99833718213411,35.950365777044375
1604,Crockett,Tennessee,2963560.9,30984606.95,-89.13950591218992,35.81354737202355
1605,Monroe,Wisconsin,8887657.24,30233288.16,-90.61789838401573,43.94576238761807
1606,Decatur,Tennessee,2317498.51,15301470.85,-88.10878525903644,35.6030592524454
1607,Muscogee,Georgia,389688.76,4317800.64,-84.87708780654766,32.50992022860676
1608,Newton,Georgia,1301074.33,18542822.67,-83.85016882003632,33.555091233831895
1609,Morgan,Georgia,2645271.98,30794838.67,-83.49238460830172,33.59082602463364
1610,Scott,Virginia,2131578.75,839426.9,-82.6030384384512,36.71428115159817
1611,Murray,Georgia,1890900.14,16641294.75,-84.74808716868978,34.788470640602135
1612,Russell,Virginia,2751352.28,233166.3,-82.09564199350524,36.93377392348666
1613,Rockingham,Virginia,3763758.96,22859967.51,-78.8757540542046,38.51217917802852
1614,Rockbridge,Virginia,2594713.96,2268957.88,-79.44757573348744,37.814626458664634
1615,Oconee,Georgia,1229376.82,15151285.52,-83.43703228034,33.834896418669125
1616,Roanoke,Virginia,674612.16,528057.78,-80.06786877332561,37.26919838650144
1617,Tazewell,Virginia,3068582.48,1122211.76,-81.56064501976076,37.12495679691474
1618,Warren,Virginia,740550.49,5171279.08,-78.20714394393983,38.9086694101705
1619,Surry,Virginia,1237328.03,26279024.82,-76.90003768599013,37.10907220927794
1620,Crawford,Georgia,2225290.23,27012233.03,-83.98634974620553,32.7144672067145
1621,Sussex,Virginia,1936282.92,49668852.53,-77.2618098734774,36.921750043691816
1622,Cook,Georgia,560464.29,23103957.88,-83.43049595962697,31.154060252854677
1623,Montgomery,Mississippi,2668526.19,30020045.17,-89.61640107259198,33.494096085044184
1624,Newport News,Virginia,0.0,232596.05,-76.51837111523962,37.10475283230066
1625,Erie,New York,5200325.73,50963008.4,-78.73071701186693,42.76222495049667
1626,Henry,Iowa,7400122.04,48074607.48,-91.54458532908701,40.98790626851534
1627,Douglas,Illinois,8222560.2,55036627.88,-88.21741722823735,39.76946399719377
1628,Webster,Kentucky,4114462.22,31078354.8,-87.68317369069129,37.51835736085038
1629,Radford,Virginia,0.0,0.0,-80.5582570236829,37.12297737425882
1630,Lawrence,Alabama,4617794.23,51968644.75,-87.31107450799556,34.52201656108578
1631,Yazoo,Mississippi,6288397.96,81834917.58,-90.39652258225634,32.78034894976162
1632,Yalobusha,Mississippi,3401443.66,34605384.25,-89.70762770553293,34.02820339457046
1633,Auglaize,Ohio,6993265.55,46524024.83,-84.22172331747504,40.560918730929586
1634,Belmont,Ohio,4923202.25,2073997.76,-80.98849433196467,40.01580128588181
1635,Brown,Ohio,7221291.8,45741827.86,-83.86771790877222,38.93422594267533
1636,Butler,Ohio,3032632.31,30899044.25,-84.57566452186049,39.43863430244539
1637,Carroll,Ohio,4646237.14,6658758.61,-81.08973453914884,40.57961284033274
1638,Hamblen,Tennessee,622611.65,3124626.87,-83.26672618294471,36.21728418946615
1639,Hamilton,Tennessee,1604171.2,9694936.34,-85.16477274072795,35.1808763076523
1640,Hancock,Tennessee,966445.67,107735.4,-83.22183709498515,36.52362512138991
1641,Hancock,West Virginia,352006.78,75773.67,-80.57401478975062,40.52163597524735
1642,Hampshire,West Virginia,4569289.27,3439264.94,-78.61416537559725,39.317058752371814
1643,Greenbrier,West Virginia,4924345.61,4762256.34,-80.45294752147558,37.94692514067469
1644,Grant,West Virginia,2882180.95,1685235.84,-79.1955505418334,39.10511017391247
1645,Campbell,Virginia,4619221.3,23146718.61,-79.09633231040456,37.20567082149895
1646,Caroline,Virginia,2741390.74,34676766.97,-77.3475430174075,38.027195930405185
1647,Todd,Kentucky,5820345.16,34636822.37,-87.17908359475057,36.83560070962221
1648,Shelby,Kentucky,5353528.36,33732409.77,-85.19478500370354,38.215392813069464
1649,Simpson,Kentucky,3313443.0,26944441.53,-86.58225926149147,36.74193575023894
1650,Spencer,Kentucky,2262018.98,10433922.1,-85.3277982453817,38.032430884329706
1651,Taylor,Kentucky,2808615.13,14480738.16,-85.32792201736865,37.366410207938266
1652,Dallas,Arkansas,4123640.07,61344279.95,-92.65448657059434,33.96982776827856
1653,Orange,Indiana,4096986.61,12479016.83,-86.49507622014156,38.541773943890256
1654,Benton,Iowa,15063714.03,80136841.73,-92.0656876987365,42.08014570186906
1655,Black Hawk,Iowa,8960917.89,61424133.07,-92.30884108112262,42.470105221722044
1656,Craighead,Arkansas,9379263.12,83938773.71,-90.63291061112015,35.8307774563094
1657,Cross,Arkansas,7904933.22,74320275.99,-90.7712282564658,35.29574358360849
1658,Buchanan,Iowa,11348025.78,69590812.98,-91.83787064203958,42.47076052544222
1659,Crittenden,Arkansas,6622250.59,73595991.48,-90.30841535365431,35.208223328803
1660,Bulloch,Georgia,762428.81,58482484.16,-81.7431754724091,32.396880919068764
1661,Burke,Georgia,2008911.44,73430374.56,-82.00072998610328,33.06114156563765
1662,Butts,Georgia,1502728.36,16014292.13,-83.95722642275143,33.28915054702632
1663,Calhoun,Georgia,812711.72,30248277.46,-84.62485757813046,31.529249532154072
1664,Camden,Georgia,148099.97,32880780.38,-81.67841099356092,30.9328974476734
1665,Richland,Illinois,5843223.88,44335875.65,-88.08509283570667,38.712362803526965
1666,Randolph,Illinois,7871832.07,61442573.44,-89.82561522707121,38.052063467938744
1667,Putnam,Illinois,2211724.75,16651177.07,-89.28581698939455,41.20446114126193
1668,Pulaski,Illinois,1097137.77,19207740.14,-89.12666266803161,37.222844513122205
1669,Pope,Illinois,1703813.69,2096716.8,-88.56147926164593,37.412633049776815
1670,Sheboygan,Wisconsin,3718020.27,42177538.91,-87.94539412736371,43.72115664474503
1671,Sauk,Wisconsin,6363970.53,35644512.15,-89.94837413351462,43.42682427986907
1672,Clark,Illinois,8634626.33,59494311.52,-87.78772975465905,39.33354318051669
1673,Christian,Illinois,13848258.87,91830573.58,-89.27727806985764,39.54577459834351
1674,Clinton,Illinois,7133144.01,56382646.07,-89.42230042592959,38.60660468774663
1675,Clay,Illinois,7570165.76,58487823.42,-88.4902082116683,38.754146388501425
1676,Warren,New Jersey,522812.15,7177610.27,-74.99701313930308,40.85727330786627
1677,Coles,Illinois,8007078.52,62603667.82,-88.22182553685556,39.52026525288326
1678,Fairfield,South Carolina,4980072.75,38663122.35,-81.1212177179249,34.39503434372236
1679,Edgefield,South Carolina,3243165.91,28955437.18,-81.96657243647722,33.77230769112895
1680,Dorchester,South Carolina,554514.92,38518503.4,-80.40550504715144,33.07966211236226
1681,Dillon,South Carolina,620713.42,34199750.22,-79.37893432914623,34.39152091451606
1682,Darlington,South Carolina,1176610.93,48491205.74,-79.95768657601282,34.33232969239723
1683,DeKalb,Alabama,7856781.46,57970435.72,-85.80412179213327,34.45976254661328
1684,Dale,Alabama,3678585.53,37483175.56,-85.61104503372444,31.43182129002454
1685,Dallas,Alabama,3810515.33,78181748.22,-87.10642029815273,32.32592566877779
1686,Crenshaw,Alabama,4055848.25,49034465.18,-86.31354457657113,31.731508781986324
1687,Cullman,Alabama,7132543.21,52096999.12,-86.86757428577945,34.131967628917586
1688,Tippah,Mississippi,4018895.05,28021533.5,-88.90890221291788,34.76841737350581
1689,Franklin,Tennessee,3863426.48,34852379.89,-86.0921830594052,35.15497619965171
1690,Gibson,Tennessee,4451588.6,65352875.06,-88.93262002182233,35.996598735257955
1691,Giles,Tennessee,6561558.35,20462321.03,-87.03477924504004,35.20215930803506
1692,Grainger,Tennessee,1862048.53,1715473.92,-83.50957178758522,36.276281184691676
1693,La Crosse,Wisconsin,3480194.26,11334247.98,-91.11522631770247,43.90654347056165
1694,Lafayette,Wisconsin,11691869.92,40517858.62,-90.13170702555459,42.660501706492326
1695,Columbiana,Ohio,6038736.83,20215182.42,-80.77724863870661,40.76842488688101
1696,Washington,Louisiana,2083135.78,59385074.42,-90.04055732950127,30.853322575244302
1697,Union,Louisiana,2220502.91,65945287.11,-92.37481147688068,32.83189530801717
1698,Champaign,Ohio,7254971.26,48951510.46,-83.76957021901173,40.13767390087157
1699,Clark,Ohio,5175399.06,42461886.87,-83.78357818009535,39.91678468002002
1700,Wayne,Kentucky,3357913.34,7662327.93,-84.82854252429483,36.80128267221964
1701,Wolfe,Kentucky,1384603.57,159978.35,-83.49319553672872,37.739281999888654
1702,Whitley,Kentucky,2359304.09,2789243.5,-84.14517291512811,36.75812404141342
1703,Tensas,Louisiana,2959516.07,54640808.44,-91.34006485367041,32.001658768011765
1704,Woodford,Kentucky,2316649.94,14438008.6,-84.7434951756534,38.04230732122805
1705,Jasper,Indiana,9644315.45,70063027.91,-87.11615843815018,41.02295532574313
1706,Clark,Arkansas,5692979.94,70696131.07,-93.17640094133803,34.0509903043544
1707,Carroll,Arkansas,6963579.83,11997020.36,-93.53817418051206,36.34102429828686
1708,Chicot,Arkansas,5425665.07,70670798.64,-91.29394443787646,33.267335791286285
1709,Bradley,Arkansas,2788842.93,58647814.9,-92.16226295155025,33.4658861597987
1710,Calhoun,Arkansas,3026805.85,60952993.49,-92.50313866600688,33.55803555697038
1711,Chickasaw,Iowa,10556837.99,61169733.01,-92.31767082186005,43.060075788117516
1712,Cerro Gordo,Iowa,10401990.66,69490208.0,-93.26080763275426,43.081570361893014
1713,Cedar,Iowa,12068836.33,64125193.92,-91.13241037078072,41.7722664202305
1714,Lee,Kentucky,1247096.37,164758.14,-83.71632066967112,37.594724165188985
1715,Lawrence,Kentucky,2353962.8,253670.19,-82.73473849607774,38.06786353967428
1716,Laurel,Kentucky,3565561.48,9141066.35,-84.11775862096898,37.11064734322574
1717,Larue,Kentucky,3371368.99,21485053.8,-85.6979685464448,37.5457693483131
1718,Knox,Kentucky,1620509.59,2481993.43,-83.8539376510085,36.89067121570115
1719,Searcy,Arkansas,5057959.27,6849665.76,-92.69949419375443,35.91090670746337
1720,Warrick,Indiana,3613363.46,37084596.95,-87.27206145496817,38.09222614570816
1721,Branch,Michigan,3599741.61,49147983.29,-85.05905863235036,41.91619947499119
1722,Warren,Indiana,7062716.38,43731251.28,-87.35334746286904,40.34693379001182
1723,Calhoun,Michigan,3867053.07,60809642.55,-85.0055265590006,42.246523856367
1724,Wayne,Indiana,6564154.32,44012625.39,-85.00987001453603,39.864410142009845
1725,Cass,Michigan,4214800.02,43353744.0,-85.99352514676924,41.91538855838377
1726,Washington,Indiana,6007410.16,35364208.24,-86.10523552979284,38.5999614326209
1727,Randolph,Arkansas,6653417.19,43207582.33,-91.02774862139374,36.341504760329215
1728,St. Francis,Arkansas,6120668.87,72859825.82,-90.74775094099428,35.02200964599751
1729,Wells,Indiana,6906853.41,44608973.2,-85.22121449278369,40.72918765143592
1730,Saline,Arkansas,4271167.13,38788254.18,-92.6765770098411,34.64661780185656
1731,Drew,Arkansas,3188997.31,85469298.27,-91.72001126558621,33.589445641983566
1732,Lake,Indiana,2630330.86,32026899.03,-87.38214238502991,41.41673405842154
1733,Van Buren,Michigan,4109012.12,55628458.41,-86.01894502896498,42.25128838200439
1734,Sanilac,Michigan,13807704.28,106878504.1,-82.82016429541021,43.42356129982697
1735,Shiawassee,Michigan,5514832.58,56568392.33,-84.14673473137697,42.95371253927775
1736,Tuscola,Michigan,10368971.94,88749056.91,-83.41677902129936,43.46407545290502
1737,Gallatin,Illinois,4232723.85,29520116.48,-88.23045628624158,37.762750638807155
1738,Evangeline,Louisiana,4351001.49,69667562.85,-92.40591594126818,30.72894275847356
1739,Ford,Illinois,10154965.01,64328804.44,-88.22324238560432,40.59718819059985
1740,Fayette,Illinois,11669907.4,85816115.35,-89.02416496451245,39.00018813140973
1741,Fulton,Illinois,12518158.79,87913683.67,-90.20747524113514,40.472752872191464
1742,Franklin,Illinois,5684411.41,48122706.06,-88.92419835195616,37.99225236546832
1743,East Feliciana,Louisiana,1674519.82,41324586.19,-91.04544084913087,30.8450856449064
1744,Somerset,New Jersey,209310.89,9816760.54,-74.61635669653113,40.563615943015094
1745,Passaic,New Jersey,39393.76,0.0,-74.3004355382645,41.033831855192375
1746,Mower,Minnesota,14504749.23,88933803.52,-92.75250318010008,43.67148163500205
1747,West Feliciana,Louisiana,1840075.95,29537696.19,-91.42010131329988,30.879782328762495
1748,Winn,Louisiana,2497104.44,60454090.93,-92.63675738574436,31.944261790012398
1749,West Carroll,Louisiana,2436384.78,44226031.74,-91.45667160935382,32.78866765850941
1750,Kent,Maryland,1770384.33,25634065.6,-76.03448236136904,39.25883971610541
1751,Howard,Maryland,1033308.87,8641025.39,-76.93119773088276,39.25077055617223
1752,Harford,Maryland,2755789.47,12802654.77,-76.31865318652346,39.56280259534375
1753,Garrett,Maryland,5307150.05,4647334.26,-79.27386784879192,39.52856575729447
1754,Gloucester,New Jersey,276243.21,20306059.3,-75.13731879162194,39.71383654742267
1755,Essex,New Jersey,0.0,0.0,-74.24839282508971,40.788230582739764
1756,Cumberland,New Jersey,799144.02,33044355.59,-75.11062589257524,39.37325865703327
1757,Marshall,Alabama,4565800.28,36416254.67,-86.30665313441929,34.36696571041424
1758,Clarendon,South Carolina,796613.45,52737808.58,-80.21638684577023,33.665824727393854
1759,Marengo,Alabama,4862094.49,79069085.03,-87.78950449663273,32.24762349763301
1760,Hunterdon,New Jersey,1329916.25,19163849.92,-74.91224022244491,40.5672029289045
1761,Pickaway,Ohio,6663350.81,57892272.27,-83.0243564596032,39.64192275673972
1762,Paulding,Ohio,8268209.32,51293815.9,-84.58019530702593,41.11660951720678
1763,Cherokee,South Carolina,2588128.5,25712111.38,-81.62036037349499,35.04821990756999
1764,Perry,Ohio,4765250.11,10980629.32,-82.23612079429753,39.7370806653696
1765,Noble,Ohio,3807798.45,2025229.31,-81.45552985658337,39.76592093100577
1766,Ottawa,Ohio,2922805.02,25868212.09,-83.14460060498777,41.537789599979504
1767,Lamar,Alabama,3907721.76,23282830.37,-88.09689994779755,33.779209802818514
1768,Lauderdale,Alabama,5758148.88,51401012.45,-87.65443400051778,34.9015315393913
1769,Jackson,Alabama,6990393.03,54746631.97,-85.99929213547038,34.779396376249366
1770,Chester,South Carolina,4191134.55,44176898.59,-81.15951251269311,34.69203991965846
1771,Jefferson,Alabama,4686747.11,19945014.9,-86.89649138085609,33.5543162970678
1772,Wayne,North Carolina,2035185.14,54283507.38,-78.00404193102115,35.36380145308476
1773,Wilkes,North Carolina,3502568.56,9110619.67,-81.16387185944906,36.20650239237885
1774,Wilson,North Carolina,1241586.41,34597065.5,-77.91847233495278,35.704835848138124
1775,Yadkin,North Carolina,3093126.67,22888867.96,-80.66536265917544,36.16051428403517
1776,Yancey,North Carolina,819495.99,0.0,-82.30758312672542,35.89889094223967
1777,Johnson,Indiana,3330031.72,33062258.52,-86.10164209331329,39.48995456796831
1778,Jackson,Kentucky,2817245.31,503778.68,-84.00577512962197,37.41977625171661
1779,Owen,Indiana,4563587.48,27358866.82,-86.83766896192118,39.31284081393962
1780,Phillips,Arkansas,7115224.95,78951694.19,-90.84801133236536,34.428272070519974
1781,Perry,Arkansas,3764363.16,16279570.63,-92.93147454893665,34.94738010671722
1782,Virginia Beach,Virginia,15441.36,5679405.81,-76.05899064175696,36.753400410633
1783,Ouachita,Arkansas,2402494.32,54640779.61,-92.88198437270506,33.593346755245534
1784,Newton,Arkansas,2807467.01,890594.97,-93.21787318651889,35.91997017113195
1785,Pike,Arkansas,5447120.46,37149377.79,-93.65640627650461,34.16358798142946
1786,Tipton,Indiana,5729028.54,33500275.69,-86.05187075049231,40.31135078402688
1787,Steuben,Indiana,1121450.53,26658152.87,-85.00077287237092,41.64387697185854
1788,Allegan,Michigan,6638318.21,75613285.26,-85.88835815320034,42.59128028146258
1789,Sullivan,Indiana,7213031.16,52580644.71,-87.4145749192305,39.08878752201956
1790,Switzerland,Indiana,2438309.62,12770119.03,-85.03696972961231,38.826138413840205
1791,Tippecanoe,Indiana,7106591.03,54407179.7,-86.89413228933772,40.38861259213323
1792,Noxubee,Mississippi,2964345.61,62047592.28,-88.56978599556643,33.11013468343387
1793,Lawrence,Tennessee,7315673.72,40815522.16,-87.39558116391618,35.217284544991294
1794,Coffee,Tennessee,3256327.62,34939233.11,-86.07479843895042,35.490621362679796
1795,Frederick,Maryland,4070974.48,26066781.96,-77.39786860401654,39.47231407237318
1796,Mercer,Missouri,8391808.31,37985533.64,-93.568558217435,40.422316302988584
1797,Marion,Missouri,6281868.87,43147337.05,-91.62239647306171,39.80594752194211
1798,Maries,Missouri,6839617.77,21530866.67,-91.92488004804694,38.16161494417526
1799,Madison,Missouri,3870368.02,8494760.82,-90.34502323351344,37.478093592151346
1800,Macon,Missouri,13214929.91,79196296.78,-92.56459864585551,39.8308010845961
1801,Cumberland,Maine,3047262.64,35383860.85,-70.41061355577872,43.84873636348524
1802,Baltimore,Maryland,3011031.82,11166155.73,-76.64388570563861,39.466224269093296
1803,Marion,Mississippi,2846336.7,46848888.13,-89.82244608777935,31.230800374399074
1804,Pike,Illinois,11765631.92,79716507.63,-90.88627605304492,39.622500665580155
1805,Allegany,Maryland,1851538.81,1313647.46,-78.69895932174543,39.62150367136764
1806,Anne Arundel,Maryland,642664.2,13993419.54,-76.61231341630113,39.00594299690801
1807,Perry,Illinois,6426606.85,51055238.62,-89.36705119298131,38.08380784772802
1808,Piatt,Illinois,8489914.92,56989941.47,-88.59110220288589,40.010369604483365
1809,Neshoba,Mississippi,2972780.98,45438657.71,-89.11756394464079,32.753500628318804
1810,Ogle,Illinois,12677984.85,85130749.31,-89.32064480800955,42.042632554507
1811,Calvert,Maryland,761316.53,12020738.12,-76.56709243846798,38.55149593530197
1812,Peoria,Illinois,7883919.57,59433036.12,-89.7599721742649,40.78807453838512
1813,Vernon,Wisconsin,9795662.22,12747391.78,-90.8343996234808,43.59387228084502
1814,Walworth,Wisconsin,5964579.07,55078722.72,-88.5419277689441,42.66846766524769
1815,Hudson,New Jersey,0.0,0.0,-74.07719377940427,40.741026497616666
1816,Bienville,Louisiana,4483174.12,71995084.78,-93.05597853828476,32.34722224931064
1817,Cook,Illinois,17857.66,6307874.27,-87.81674652332612,41.840124926307226
1818,Crawford,Illinois,6328846.29,54014453.65,-87.759507163401,39.00270978265828
1819,Cumberland,Illinois,6561551.54,42511321.91,-88.24028443702571,39.27330252260858
1820,Union,New Jersey,0.0,0.0,-74.31030721060566,40.66004906567877
1821,DeKalb,Illinois,10639958.69,77280668.8,-88.7703211606898,41.89353443809537
1822,De Witt,Illinois,7798083.7,49969128.27,-88.90409136287404,40.17463429695591
1823,East Carroll,Louisiana,4197672.15,48206948.24,-91.23504784605298,32.73259561997909
1824,Sussex,New Jersey,300295.57,3143361.86,-74.69035346187074,41.13942140154878
1825,Salem,New Jersey,1148360.87,25967547.89,-75.34865834602157,39.58728845037686
1826,Miami,Ohio,4434098.68,46361301.38,-84.22896072354916,40.05348051175085
1827,Colleton,South Carolina,834869.74,64623412.55,-80.66690901529242,32.86393080904457
1828,Medina,Ohio,2732768.56,36007243.18,-81.89968766236889,41.117590106314246
1829,Marion,Ohio,6397278.75,46752152.35,-83.16083177919002,40.5872000225026
1830,Mercer,Ohio,8749396.58,55577010.73,-84.62935168845064,40.53999444545073
1831,Meigs,Ohio,4087009.06,4690131.55,-82.02289719958675,39.08207768926528
1832,Escambia,Alabama,5539122.01,81404656.39,-87.16157587604597,31.12614019849391
1833,Elmore,Alabama,4089342.44,50735772.01,-86.14915662298749,32.596647844054594
1834,Fayette,Alabama,4520616.75,19108342.0,-87.73885188435122,33.72122215334632
1835,Etowah,Alabama,3420245.86,28123378.83,-86.03481911696238,34.045267396093784
1836,Franklin,Alabama,6389197.94,30433130.02,-87.84382962110273,34.44165971164125
1837,Fayette,Tennessee,5983589.38,71706584.47,-89.41438189944219,35.197090500936866
1838,Dyer,Tennessee,4338263.12,54374013.47,-89.41370996178416,36.059063526133016
1839,Dickson,Tennessee,4519039.14,18402818.26,-87.35666997734354,36.14905395159142
1840,Warren,Mississippi,2664817.86,33794239.02,-90.85210241674801,32.357393700848164
1841,DeKalb,Tennessee,2312221.43,11629461.27,-85.8327499056897,35.97988384092938
1842,Kenosha,Wisconsin,1900931.68,23281143.28,-88.04265175958342,42.57688325631531
1843,Marion,Alabama,6861136.17,28994669.97,-87.88713491814784,34.13654023604718
1844,Jefferson,Wisconsin,3029640.92,46509940.25,-88.77584534632436,43.02081133787247
1845,Fentress,Tennessee,2881897.92,20874156.85,-84.93245905486708,36.38046747885817
1846,Defiance,Ohio,5443284.41,47030678.69,-84.49047601132597,41.3239088810457
1847,Darke,Ohio,12043606.88,72969099.48,-84.6193286364606,40.13321927517579
1848,Cuyahoga,Ohio,5619.75,3492741.45,-81.65860513753108,41.42438482249591
1849,Crawford,Ohio,7019759.96,46174618.05,-82.91977326808673,40.85076455959508
1850,Coshocton,Ohio,5437142.23,8711370.49,-81.92000864240065,40.30160617710958
1851,Fayette,Pennsylvania,6046505.66,3786878.45,-79.64741169006693,39.91986913365034
1852,Gilmer,West Virginia,1373262.64,0.0,-80.85708246328346,38.9240592940223
1853,Schley,Georgia,1185745.35,15204471.63,-84.3147293700296,32.26168709184754
1854,Rockdale,Georgia,64347.19,4287861.4,-84.02669849557772,33.654291599470966
1855,Richmond,Georgia,944240.64,12337944.33,-82.07364983950082,33.35968810047827
1856,Randolph,Georgia,3220798.76,40265938.11,-84.75418485465532,31.762636045650854
1857,Rabun,Georgia,980428.29,0.0,-83.40215809276964,34.881749579445085
1858,Crawford,Pennsylvania,8959898.85,55789479.07,-80.10631418946203,41.68476846652644
1859,Clearfield,Pennsylvania,10874187.74,13687332.02,-78.47416954232315,41.00022147852413
1860,Manassas,Virginia,0.0,158133.99,-77.48394129274135,38.74798150021329
1861,Clarion,Pennsylvania,6337709.09,10470781.98,-79.42106634063764,41.19252209645507
1862,Fredericksburg,Virginia,0.0,61857.14,-77.48700243500853,38.29904927564387
1863,Columbia,Pennsylvania,3968443.63,5145618.75,-76.40523451773291,41.04865011962799
1864,Clinton,Pennsylvania,5646129.22,9336052.72,-77.63844845149269,41.23406342303042
1865,Manassas Park,Virginia,0.0,0.0,-77.4448841472067,38.77174249427066
1866,Monroe,Iowa,8011382.89,30882061.51,-92.86896819139821,41.02978525819185
1867,Mitchell,Iowa,10282177.65,58682930.03,-92.78907838704883,43.35643732535027
1868,Buena Vista,Virginia,0.0,24371.22,-79.35655616285246,37.73153897660057
1869,Chautauqua,New York,11190476.21,46188766.62,-79.3663226569281,42.22812568434793
1870,Cayuga,New York,6150156.37,40672868.04,-76.55417589586898,42.916727518841356
1871,Chenango,New York,6581367.0,9756410.49,-75.61157934906396,42.49350984592841
1872,Chemung,New York,2760297.67,3669413.79,-76.76004339237453,42.141216320839675
1873,Schuylkill,Pennsylvania,6442676.51,8131496.1,-76.21590981143075,40.70583074758692
1874,Potter,Pennsylvania,8566635.27,2444709.78,-77.89585683276866,41.74492987164024
1875,Pike,Pennsylvania,2043714.67,9905927.13,-75.03369835938224,41.33209040833616
1876,Philadelphia,Pennsylvania,0.0,0.0,-75.13351682770012,40.0092225402297
1877,Juneau,Wisconsin,5094965.27,45009070.14,-90.11404913279178,43.92448978411567
1878,Snyder,Pennsylvania,2808653.45,5641931.14,-77.07031702769143,40.76990368859648
1879,Tipton,Tennessee,4062953.96,47821633.65,-89.75935684389947,35.49693750367435
1880,Scott,Kentucky,3458376.14,15138315.43,-84.58394281385773,38.29148358077369
1881,Russell,Kentucky,2573322.6,14683792.95,-85.05863209188543,36.99108455799269
1882,Rowan,Kentucky,1770933.19,1930430.95,-83.42104602009393,38.19622394082751
1883,Rockcastle,Kentucky,2669223.72,3588088.74,-84.315956376637,37.36515036307724
1884,Robertson,Kentucky,1088955.03,431868.36,-84.05204523697137,38.51886203232425
1885,Tishomingo,Mississippi,2943279.86,24814807.41,-88.23932697591563,34.74044056361719
1886,Poquoson,Virginia,0.0,0.0,-76.3583055085426,37.13214313500911
1887,Boone,Arkansas,6498928.16,12041707.96,-93.09150104247541,36.30855986597909
1888,Baxter,Arkansas,3513217.41,7383467.35,-92.33699026866981,36.28717228611768
1889,Ashley,Arkansas,4702871.95,95177434.63,-91.76793650437362,33.19118605767845
1890,Arkansas,Arkansas,6062981.31,91106801.9,-91.37492579886684,34.290848081946905
1891,Laurens,South Carolina,5351717.45,54708737.28,-82.00592096127102,34.483575451512195
1892,Appanoose,Iowa,9389223.98,45393141.81,-92.86864658251143,40.743146509962976
1893,Wapello,Iowa,6441541.67,41085027.07,-92.40944302934149,41.03058040265723
1894,Allamakee,Iowa,8583038.71,19701855.41,-91.3780976945177,43.28430638966853
1895,Brooks,Georgia,1341285.19,47471793.49,-83.58027153432614,30.84191849267285
1896,Marshall,Kentucky,2325002.88,25767035.22,-88.32935668025428,36.88342695943162
1897,Brantley,Georgia,355422.46,34383132.49,-81.9819136658988,31.196964417717588
1898,Bleckley,Georgia,961005.36,24443974.91,-83.32787253407061,32.43445564220815
1899,Bibb,Georgia,364577.58,13894735.8,-83.69800822286918,32.80679894716677
1900,Bryan,Georgia,242847.31,17197421.38,-81.44670858751228,32.01730680174244
1901,Washington,North Carolina,2012622.32,28848563.61,-76.57664606035976,35.822068162522214
1902,Warren,North Carolina,3933477.08,41802405.0,-78.10688950343501,36.39658123063944
1903,Wake,North Carolina,1104668.61,43945174.68,-78.65034407884308,35.790046272963664
1904,Vance,North Carolina,2062614.12,22018919.14,-78.40833206608538,36.36475462679402
1905,LaPorte,Indiana,6472999.81,60670072.22,-86.73997370879522,41.54599353507561
1906,Magoffin,Kentucky,1760658.82,168246.94,-83.06484514118725,37.706582329370036
1907,Lawrence,Indiana,4943755.76,21829172.18,-86.48341367615745,38.84115833514834
1908,Madison,Indiana,6832855.04,52335409.29,-85.71934507626983,40.16165166473462
1909,Watauga,North Carolina,1372016.43,0.0,-81.69693382344799,36.23127769549539
1910,Knott,Kentucky,1128637.72,98194.11,-82.95401540617824,37.35403312996992
1911,Madison,Kentucky,4056650.68,19096497.19,-84.27806130298413,37.72015490476102
1912,Sumner,Tennessee,3952899.5,29484427.11,-86.460397444986,36.46938427797227
1913,Jessamine,Kentucky,996142.97,10644109.66,-84.5809124804869,37.871988729699076
1914,Jefferson,Kentucky,102508.29,7787741.01,-85.6597495075976,38.18719150166913
1915,Kenton,Kentucky,712696.88,3700929.02,-84.53328846143013,38.9333933451262
1916,Johnson,Kentucky,1167513.2,163994.05,-82.83141795299775,37.846722095322484
1917,Union,Arkansas,3686821.65,91361474.08,-92.59728615502407,33.17134420354159
1918,Clinton,Michigan,5693555.19,58917355.44,-84.6015165531212,42.94364371787959
1919,Starke,Indiana,3957364.62,35499104.96,-86.64778529146786,41.28094905270888
1920,Clare,Michigan,2580001.71,45869688.15,-84.84779323087122,43.987870203389605
1921,Spencer,Indiana,4895530.09,36352057.21,-87.00769991237934,38.01419547299319
1922,Shelby,Indiana,6758934.33,50904964.69,-85.79170346872507,39.523686144458296
1923,Scott,Indiana,1874070.29,16818105.13,-85.74741797988747,38.68506631016128
1924,Stone,Arkansas,5045993.03,5941794.13,-92.15668671035556,35.85987266865838
1925,St. Joseph,Indiana,3484022.14,39598664.85,-86.28980890190174,41.61668514350746
1926,Sharp,Arkansas,5840641.53,27603930.67,-91.47987734856956,36.16115210309651
1927,Sullivan,Tennessee,1175618.54,2742241.36,-82.30420256673611,36.51292170699588
1928,Bossier,Louisiana,3876796.63,72711834.32,-93.60514216975454,32.67906845735967
