,name,state_name,dist_wind_,land_wind_,com_pv_tec,resid_pv_t,util_pv_te,longitude,latitude
878,Lehigh,Pennsylvania,7247028.91,1555945.02,808097.47,425868.35,6458096.64,-75.59244317447101,40.6127760140831
879,Lebanon,Pennsylvania,6476883.96,2331903.21,349024.16,251429.8,17825279.27,-76.45774417611074,40.367207882606024
880,Dorchester,Maryland,8623816.25,1103544.84,96840.84,81129.16,28488943.33,-76.00700977953178,38.481501460308685
881,Floyd,Indiana,2222975.73,1046469.14,167225.45,187974.78,6705521.9,-85.90700306924423,38.319053776032845
882,Onslow,North Carolina,5162990.04,1241873.02,199829.9,264669.16,41156706.76,-77.43430348868935,34.737664559937215
883,Northampton,North Carolina,5161642.54,3149880.68,71982.86,40839.28,53420998.13,-77.39676908108557,36.417659540361434
884,Pamlico,North Carolina,3074514.28,792070.08,11956.74,27564.0,18963660.7,-76.74930688013288,35.14112590754049
885,Orange,North Carolina,4658492.12,2947278.71,319161.05,194783.56,30659634.67,-79.12047662113584,36.06137936537126
886,Pasquotank,North Carolina,2022300.31,1637003.79,97128.8,69731.3,19082676.99,-76.28670042793856,36.297331477027754
887,Craven,North Carolina,6147574.95,1642462.92,292031.52,189955.5,40017910.71,-77.09598465659067,35.12524267338279
888,Clay,North Carolina,1418584.81,387754.39,22378.98,26076.41,243257.69,-83.75020692801495,35.05722465107328
889,Chowan,North Carolina,1670982.94,793362.7,39675.05,28448.87,15183831.34,-76.60811766940773,36.15051728642453
890,Steele,Minnesota,9852309.17,8147551.65,188325.3,103944.52,50153233.85,-93.2260535370869,44.02232542655149
891,Columbus,North Carolina,10088184.13,2561724.01,108110.0,101921.97,82944864.28,-78.65509486227154,34.26544250381304
892,Cleveland,North Carolina,4810916.34,3199285.47,326986.39,206701.98,33502519.68,-81.55547817700656,35.334021835277085
893,Carroll,Maryland,7614404.06,3051316.67,658048.02,432463.95,16440626.68,-77.02260546793084,39.563043048057146
894,Owsley,Kentucky,1992773.42,1075964.13,1063.39,7253.49,103382.19,-83.68310981997645,37.419209966156934
895,Oldham,Kentucky,1869142.79,880713.08,115549.03,141633.41,11952510.9,-85.44843250701516,38.399459140371846
896,Owen,Kentucky,2647895.73,4351526.33,39153.45,20760.42,7376020.75,-84.828071697679,38.51966687373043
897,Nicholas,Kentucky,2255429.69,2709096.96,16417.77,13595.13,3910181.62,-84.01534326346389,38.33556486364512
898,Ohio,Kentucky,6418622.97,5814927.08,215813.44,52751.41,32289879.41,-86.8489430740727,37.47817768919142
899,Lapeer,Michigan,11706800.38,4998273.47,478673.12,203523.06,61150761.99,-83.22176121359533,43.09012587553292
900,Lake,Michigan,7203139.34,3937436.77,23770.95,26672.88,18155293.15,-85.8016963034212,43.989998713189564
901,Kent,Michigan,15998966.55,3858840.79,1060695.2,1433635.33,57032334.45,-85.54926605970992,43.032163760447524
902,Worcester,Maryland,8003656.19,735140.58,176465.76,113938.11,24882419.61,-75.35655990214282,38.220028723469426
903,Waseca,Minnesota,8676915.06,8516540.11,88047.96,44422.32,49581533.59,-93.58730994585588,44.02210749761838
904,Arlington,Virginia,249290.81,0.0,279679.58,90052.85,0.0,-77.10094656932203,38.87861821242853
905,Dodge,Minnesota,9098157.24,8575389.76,78668.69,57889.7,52473274.71,-92.8620562816121,44.02258536388789
906,Edgar,Illinois,9707669.81,12478792.17,36645.54,57833.06,79585232.84,-87.74560051372448,39.67855205408304
907,Oregon,Missouri,7437850.66,7640470.1,6642.5,27495.79,25901649.27,-91.4033029383216,36.68672234497303
908,Edwards,Illinois,3759369.97,3712168.95,16847.63,21865.95,26469012.96,-88.05327720165417,38.41651506870371
909,Morgan,Missouri,9752658.19,7772380.83,83736.98,51253.69,34021632.92,-92.88603644742494,38.42375980428672
910,New Madrid,Missouri,6610637.4,10584448.17,85412.2,49227.65,88698247.44,-89.65159569747013,36.59422505571052
911,DuPage,Illinois,8606724.48,0.0,3204775.59,1767429.35,4190728.58,-88.08564961185644,41.85201097943033
912,Fond du Lac,Wisconsin,15860354.91,5868024.87,271032.03,222748.32,62340493.61,-88.48825260207153,43.7535783679351
913,Avoyelles,Louisiana,6810968.66,3980990.24,146958.4,97567.07,69605849.63,-92.00136287361569,31.0762427541851
914,Pope,Minnesota,11035376.49,8972275.17,44769.02,28293.29,71631616.38,-95.44451154720738,45.586026595204785
915,Wichita,Texas,9419822.54,10614530.33,393240.85,343852.06,89105014.95,-98.70310908163529,33.98803517811069
916,Wilbarger,Texas,5383628.29,22226201.13,70893.96,41975.71,150809694.98,-99.24094853543177,34.08069094004719
917,Wheeler,Texas,5274600.59,21432889.44,101341.32,17550.51,119665811.89,-100.26973181100337,35.4012755986005
918,Humboldt,California,11224182.92,6531986.39,638791.78,243793.26,9944728.41,-123.87327166742523,40.698941825373325
919,Glenn,California,6221772.96,9956259.37,278672.5,66184.03,87719069.03,-122.39222710475032,39.598385376650626
920,Imperial,California,9500394.48,5720923.21,877158.77,292875.27,131137190.03,-115.36533732227483,33.03958806832262
921,Greene,Iowa,9276182.63,12762339.16,44511.36,30016.89,70919566.46,-94.39685871989329,42.036247526372144
922,Fremont,Iowa,7398140.92,9558602.87,53682.54,21732.6,42152457.28,-95.60468122694422,40.74560712757832
923,Guthrie,Iowa,10817950.73,12860725.73,34063.18,33958.26,41290961.97,-94.50104607767905,41.68376273192205
924,Wagoner,Oklahoma,10645675.34,8484737.29,199011.29,241098.96,67392277.79,-95.52109124561244,35.96095071502544
925,Conejos,Colorado,4935800.34,5202601.21,50605.83,24827.75,77831542.66,-106.1916626537298,37.20068787393206
926,Costilla,Colorado,5731773.08,10961518.11,15828.84,9964.62,91650545.81,-105.42827966583997,37.278048736501134
927,Crowley,Colorado,2057284.62,11884158.19,2980.79,9014.8,127676607.19,-103.78483475624137,38.326662560335414
928,Custer,Colorado,7198478.84,3454068.03,7418.18,15918.65,17148008.61,-105.36747379506211,38.108675154356725
929,Teller,Colorado,4960808.54,2517222.68,30989.68,73005.74,1507740.36,-105.16183574630142,38.882156062875865
930,Sedgwick,Colorado,2466317.8,12023384.08,19978.15,6819.24,76666529.62,-102.35182128871342,40.87587123507057
931,Summit,Colorado,3183257.11,356902.3,112249.96,44075.22,0.0,-106.11635536911722,39.63412480063413
932,San Juan,Colorado,389109.45,96266.32,3470.73,1630.92,88755.24,-107.67614727817758,37.764035728809965
933,San Miguel,Colorado,3378793.04,8655076.64,18213.2,17301.03,43196909.2,-108.40588386976707,38.003749121132905
934,Siskiyou,California,10239099.46,16536339.62,217988.04,108515.68,148837918.04,-122.54034734597418,41.59265849410464
935,Trego,Kansas,3431133.03,18630368.12,20251.68,11870.28,118225991.94,-99.87277601595774,38.91431191236039
936,Yuma,Arizona,6120991.51,26580010.43,123423.8,360605.47,501406538.4,-113.90572801939757,32.76938571681415
937,Churchill,Nevada,3367263.47,36956571.36,179520.43,46482.01,368039774.22,-118.33562486149766,39.580830419009885
938,Clark,Nevada,18647979.01,32600541.43,5661886.52,2321937.31,236094097.57,-115.01870355602776,36.21450375613126
939,Douglas,Nevada,3607578.77,3441756.43,284898.56,123188.14,22510533.07,-119.61638109265616,38.91224097314906
940,Elko,Nevada,9969442.59,173877132.6,578249.67,91003.78,956298458.95,-115.35775939107293,41.145829224777444
941,Bates,Missouri,13068212.85,14119112.79,27772.45,46775.36,101367547.97,-94.3400346560701,38.25731577979485
942,Plymouth,Iowa,17232815.34,18148824.6,110070.85,74563.6,82998926.05,-96.21415522569245,42.737810310375906
943,Barton,Missouri,10005846.21,10931965.9,39626.43,41016.18,76561749.1,-94.34709464282783,37.50229954246693
944,Mitchell,Kansas,3970650.85,15420155.2,17035.38,23434.47,91688107.21,-98.20938042916166,39.39325985956184
945,Young,Texas,8723616.26,20391759.88,84042.28,61961.42,121933561.75,-98.68777056985381,33.17669853964916
946,Platte,Missouri,7832075.47,4339310.43,359520.59,225449.29,33789456.18,-94.77367179347343,39.380454099007814
947,Reagan,Texas,1633852.22,26961036.66,20752.33,8959.27,188065580.24,-101.52301508435828,31.36619266317475
948,Red River,Texas,9799509.74,7272564.72,45234.54,39495.95,116632379.73,-95.05031885443923,33.6208181012698
949,Ford,Kansas,8420864.62,27817881.78,148896.93,71496.96,165451532.08,-99.8878924439716,37.69175697722291
950,Johnson,Texas,14032111.68,11506751.74,422456.87,366272.03,92027998.25,-97.36641766579754,32.37906955411528
951,Jones,Texas,9663757.29,22080566.72,82895.27,43915.93,149916800.23,-99.87875838721939,32.739915758641466
952,Kaufman,Texas,11991194.77,11163996.11,259120.67,277808.99,102979452.42,-96.2879225234119,32.5995147281467
953,Borden,Texas,1442538.7,18260078.61,22416.59,1739.66,138555891.58,-101.4317453901162,32.74370010732891
954,Bowie,Texas,9380934.97,6501364.73,530499.1,201057.79,95837398.63,-94.42326824455364,33.445846532892865
955,Monterey,California,10173667.62,12487197.9,1586686.11,619956.47,70107171.26,-121.2390072114168,36.2171560801414
956,Mono,California,4077308.95,6120865.05,150618.08,34100.32,63037085.22,-118.88662129819825,37.93900210943487
957,Nevada,California,4249319.28,2484756.4,521940.03,304752.7,3183332.01,-120.76820638406382,39.301390082742586
958,Orange,California,2459207.55,87747.05,11510084.3,6819949.5,282601.81,-117.76101399397773,33.70289844553799
959,McPherson,Kansas,15419905.57,21212942.64,329293.15,100703.03,123786349.59,-97.64806774598853,38.39164842582037
960,Marion,Kansas,12353959.53,22686829.77,43587.62,42294.96,131266520.84,-97.09687177637221,38.35892504733389
961,Stanislaus,California,11941768.39,10067059.04,2489235.29,1090948.91,133152057.94,-120.99761021696172,37.55906520183415
962,Marshall,Kansas,10584804.91,20272274.52,47118.68,35033.12,103220171.74,-96.52294791828999,39.78363394288546
963,Mills,Iowa,7754836.21,8789065.64,73865.86,43647.39,34602610.79,-95.62126663935601,41.03345084880155
964,Logan,Kansas,2053282.04,22094601.7,14812.01,10955.42,146923080.64,-101.14843063663169,38.917289486307496
965,Lyman,South Dakota,4422948.53,33798888.13,5346.53,7680.11,145592476.46,-99.8474170429977,43.8958468920221
966,Crawford,Kansas,11602613.85,11112196.64,140730.57,86092.75,76424943.09,-94.85183497784239,37.50734014201788
967,Cowley,Kansas,14976899.2,23219368.97,161920.91,95809.52,134395319.27,-96.8374935087925,37.23774216599188
968,Comanche,Kansas,1950025.25,18031746.52,59655.47,7044.16,106615263.09,-99.2718769927216,37.1913015400051
969,Miner,South Dakota,4599279.38,12433503.4,12954.46,7864.1,74450335.5,-97.6102198403262,44.02195033633237
970,Coffey,Kansas,8751839.05,13585919.66,38624.2,28276.08,83403512.38,-95.73413058425302,38.23684059435577
971,Decatur,Kansas,3223524.07,20087686.29,7454.81,11989.06,103761176.41,-100.45988503685406,39.78477132288823
972,Sutter,California,4669358.94,5161021.44,693333.98,197588.46,76774044.7,-121.69484394724785,39.03465339055829
973,Cass,Missouri,16482029.33,10454938.59,278938.32,273433.82,81696077.12,-94.35481151367108,38.64699240832433
974,Elbert,Colorado,10453301.69,34396926.65,43008.69,74802.36,195864698.0,-104.1358828544936,39.286553927439265
975,Dolores,Colorado,2371802.46,6066372.89,35779.93,4789.45,29947488.65,-108.51720174656889,37.7516029618277
976,Denver,Colorado,2419198.72,0.0,1659462.76,463701.1,6521574.54,-104.87612410921035,39.76223403557965
977,Eagle,Colorado,3649076.44,2534215.0,192044.97,57190.16,1935322.07,-106.6952930618876,39.62783582370429
978,Douglas,Colorado,10922111.71,3450987.07,455212.32,714439.41,21783396.81,-104.92951078798347,39.329743310238044
979,Saguache,Colorado,5098566.79,9242981.28,35946.49,15602.66,122441956.62,-106.28155145699067,38.08055405906232
980,Routt,Colorado,5954249.66,7507246.07,79032.65,38152.09,15908831.42,-106.99119949368787,40.48508601905661
981,Rio Grande,Colorado,4860606.19,2930718.94,63283.36,32350.18,48176708.53,-106.3835048600224,37.5823339058793
982,Rio Blanco,Colorado,3141888.6,18665595.9,539049.87,13901.46,23549767.38,-108.21719487440684,39.97985188492982
983,Pueblo,Colorado,12995120.66,27110939.32,78383.93,358028.46,274152158.43,-104.51286202731802,38.17341451277906
984,Scotts Bluff,Nebraska,11738006.63,10496641.65,34385.65,104419.04,80270664.27,-103.70793941001388,41.85061284316388
985,Saunders,Nebraska,15290175.13,16994729.91,84607.74,62898.0,84386133.89,-96.63731924993242,41.226121356323326
986,Box Elder,Utah,6159155.12,57569485.09,136582.66,97235.11,426090818.0,-113.08209984439964,41.52097495678923
987,Humboldt,Nevada,5260322.67,74470024.49,122857.1,27434.77,622952634.85,-118.11197473996238,41.40684882200582
988,Eureka,Nevada,1391960.47,36877592.91,23144.13,4034.99,302658935.07,-116.26855946297165,39.983889742029
989,Lincoln,Nevada,2440607.7,84733512.67,23442.29,10236.82,568496562.01,-114.87753417269926,37.64332016654989
990,Lander,Nevada,1549392.33,44635835.21,30495.77,7405.89,372690588.37,-117.03790695910466,39.933810291526605
991,Buchanan,Missouri,9290881.23,5632287.35,315640.49,172087.83,31634210.26,-94.80614894738186,39.659841744937836
992,Saline,Nebraska,8195230.69,12988958.77,56628.43,33441.43,75785856.34,-97.14094188225752,40.52406483465625
993,Elk,Kansas,4337717.12,15234847.64,15234.2,10188.34,72095002.54,-96.24409245020094,37.45369674323355
994,Lane,Oregon,11730866.88,9316761.67,951692.25,511158.55,26955853.44,-122.84732427818179,43.938639384314214
995,Josephine,Oregon,6009736.42,1990542.63,236612.14,147007.12,8986301.86,-123.55552796658503,42.36538930046143
996,Klamath,Oregon,10773583.61,29276770.75,269527.81,130250.72,248775774.72,-121.65012848645277,42.68635999861319
997,Lampasas,Texas,9687955.12,13313075.34,58700.03,55611.42,78503268.04,-98.241459868185,31.196191191995258
998,Leon,Texas,13236618.99,11435980.11,140726.33,44025.07,113343424.35,-95.99573490861583,31.296477683664342
999,Salt Lake,Utah,8456082.97,594500.22,1645267.48,1277546.21,13448485.9,-111.9239267182228,40.66757002159893
1000,San Juan,Utah,8055636.17,56208437.75,26280.88,26233.73,336214877.12,-109.80456720634626,37.62601117204469
1001,Piute,Utah,987800.07,3803293.14,9077.06,4264.04,12493667.22,-112.1269394469992,38.33645105817205
1002,Kearney,Nebraska,6335355.93,12132195.39,34708.64,21015.29,74109994.68,-98.94801120144118,40.50674888149607
1003,Johnson,Nebraska,5030864.12,8107154.41,16563.16,13359.29,41003367.56,-96.26513676735914,40.39264014388929
1004,Jefferson,Nebraska,7781216.71,13250499.64,37453.96,29250.25,71464130.95,-97.14275262832551,40.17579515179302
1005,Howard,Nebraska,8003222.2,11437520.93,15156.03,20952.25,60527028.09,-98.51712191100064,41.220031605030606
1006,Hooker,Nebraska,1112428.22,18038419.33,1592.08,2215.61,50257093.48,-101.13534257878297,41.91591453055832
1007,Norton,Kansas,3108102.31,17199316.16,11144.27,19761.98,97667367.34,-99.90341223225211,39.78437155314339
1008,Ness,Kansas,3488598.19,24150808.49,23586.53,11799.15,155852964.47,-99.91619347768099,38.479444405231035
1009,Neosho,Kansas,10187795.62,11486061.65,93546.23,47288.42,76422890.12,-95.30681530026139,37.558487180885294
1010,Nemaha,Kansas,9854580.99,17370974.27,45907.0,31598.31,74507175.42,-96.01406458146845,39.78341957693189
1011,Osage,Kansas,12972722.22,15865842.89,50801.5,48667.48,85839079.32,-95.72693375578143,38.65234054991398
1012,Reeves,Texas,2476719.42,42815369.0,38352.79,33877.99,432099892.91,-103.69317142509843,31.323111537621518
1013,Grant,Nebraska,1766649.09,15191215.49,2498.49,2057.32,30313704.5,-101.74045268887522,41.91499871278392
1014,Lincoln,South Dakota,12563931.91,11447620.07,112215.75,125606.05,70520878.87,-96.72181437386502,43.27892080122732
1015,Greeley,Nebraska,3012227.81,13971846.28,59438.08,7907.81,48757650.77,-98.52123292400407,41.567442726195935
1016,Garfield,Nebraska,2612900.34,11563958.39,4973.24,7379.96,69170543.33,-98.99140187490597,41.91435652339677
1017,McCook,South Dakota,7486744.77,12014132.32,21771.45,17680.44,72140563.22,-97.36840845895327,43.67431774036409
1018,Gosper,Nebraska,3484099.19,7908603.4,6036.24,5272.66,44261775.95,-99.83070334448948,40.51483098823116
1019,Barton,Kansas,11029318.43,19212217.76,112421.04,86018.31,126418776.33,-98.7564462278848,38.478976022871855
1020,Hall,Nebraska,11220466.2,8382778.62,258190.87,128470.8,69754916.25,-98.5021709519566,40.87255197818582
1021,Minnehaha,South Dakota,18572263.29,14426265.31,290025.92,348229.45,91911134.07,-96.7914014870946,43.67418109578819
1022,Humboldt,Iowa,8085675.44,9979136.04,50610.98,32253.62,55361248.82,-94.20717747102273,42.77641599048248
1023,Ida,Iowa,7751411.22,10665729.0,46371.37,24258.55,38048656.21,-95.51351449255883,42.38688150119822
1024,Washington,Oklahoma,7653344.45,7729305.88,201505.35,158060.32,50151993.49,-95.90437975115405,36.715232684151744
1025,Watonwan,Minnesota,8332661.8,9202228.47,34419.11,31148.5,54039685.76,-94.61404242959478,43.9784297951675
1026,Washita,Oklahoma,9957156.43,25425250.91,82443.9,37144.82,143664319.27,-98.99231267581779,35.29038524393094
1027,Archuleta,Colorado,2885570.02,1802006.13,66479.52,35302.75,4610635.4,-107.04858037590228,37.19345893920787
1028,Arapahoe,Colorado,6337834.75,10263883.94,1383428.81,807407.16,80961319.41,-104.33932473813505,39.64978348201845
1029,Alamosa,Colorado,2782282.74,2780535.29,94921.01,32916.02,87422671.87,-105.78826679891988,37.57288844301312
1030,Adams,Colorado,8861913.47,13872030.6,1108276.86,557018.72,146854071.05,-104.33779143914144,39.8736548567357
1031,Baca,Colorado,5864313.91,52887756.89,26011.92,10267.62,398554513.12,-102.56044799863247,37.31920714210515
1032,Cottonwood,Minnesota,10609201.38,13491034.35,59676.02,30703.5,78392333.77,-95.18112969933784,44.00708712805894
1033,Storey,Nevada,1215571.11,2200902.2,27909.08,13604.21,1496622.83,-119.52919233983579,39.44654803979129
1034,Pershing,Nevada,1744256.09,55701004.03,57108.2,7846.53,384014320.73,-118.40443081963049,40.44035603412641
1035,Nye,Nevada,8742177.67,159036038.3,118396.64,82869.33,1096347315.11,-116.47321801665068,38.046589474687394
1036,Mineral,Nevada,1044618.94,29738287.65,27909.11,10997.67,153305465.72,-118.43520715103264,38.53881071314197
1037,Valencia,New Mexico,4451631.18,11541175.73,109212.79,181713.34,139643633.47,-106.80909555270289,34.71543887861678
1038,Tulare,California,7809488.16,5821875.77,2287642.74,887039.28,232424870.12,-118.80047204673772,36.220149949949786
1039,Newton,Missouri,15611115.47,11008188.32,197082.92,141316.05,64841535.4,-94.33950429726377,36.905341637905124
1040,Nodaway,Missouri,12855394.15,17417987.79,77082.56,42805.42,84956696.92,-94.88343676479639,40.360783094718386
1041,Harlan,Kentucky,3854872.8,1040122.6,88340.27,50210.83,0.0,-83.21786048646902,36.85700163928569
1042,Hardin,Kentucky,6278533.25,5622800.25,174683.78,205963.18,39975524.76,-85.96344724221132,37.697943204578245
1043,Hancock,Kentucky,2468468.57,2115417.13,115411.82,18010.66,8877409.78,-86.77796072238634,37.84147205995477
1044,Hart,Kentucky,3977686.71,4043926.96,56057.72,41545.09,19005391.78,-85.88472262194082,37.29990570742636
1045,Duplin,North Carolina,9523218.04,3599173.85,107488.35,87852.79,84571992.19,-77.93332331017557,34.93646689700025
1046,Durham,North Carolina,2987851.65,631749.31,898514.6,428778.71,12964334.04,-78.87637851525403,36.03593935097335
1047,Edgecombe,North Carolina,5582750.19,1556747.96,137890.12,88102.53,50254354.47,-77.59706041556053,35.91292187979707
1048,Forsyth,North Carolina,4316470.75,577644.27,659587.15,638212.14,13187494.27,-80.25636888282222,36.13040422949963
1049,Franklin,North Carolina,4988906.18,4158664.18,94670.2,116786.6,49639527.14,-78.28566602271592,36.08275100358882
1050,Oktibbeha,Mississippi,4517844.91,1224531.77,128016.4,77768.38,38804518.3,-88.87930312782768,33.424956951618064
1051,Panola,Mississippi,7589228.78,6894844.93,119564.19,75943.6,74056467.54,-89.95056030644447,34.36393083921052
1052,Houston,Minnesota,7559048.33,6365661.89,43068.12,55129.37,8602871.94,-91.49283805214255,43.671454024008696
1053,Pearl River,Mississippi,6672217.44,1202664.44,166868.13,127309.79,61820762.31,-89.58976686534977,30.768588191635693
1054,Queens,New York,2790903.83,0.0,4357713.42,501649.43,0.0,-73.81849687196139,40.707667970065614
1055,Monroe,Michigan,13743791.08,5475369.92,617627.67,378077.51,58675325.92,-83.54137953860835,41.929599431800504
1056,Montcalm,Michigan,13122827.77,4855097.09,194994.32,139844.65,65153033.9,-85.15245174190082,43.310989757520154
1057,Midland,Michigan,6927990.17,1830252.69,160711.43,200614.19,45276099.03,-84.38804210600352,43.64683478304498
1058,Missaukee,Michigan,7844507.95,4184584.35,49170.31,35202.26,42355333.47,-85.0946436924791,44.33729275879333
1059,Lake,Illinois,11455965.36,42688.06,1976540.01,1377503.98,12417740.03,-88.00350730334424,42.323448694206455
1060,Knox,Illinois,13507291.05,13241540.79,64824.81,133801.0,80713574.91,-90.21325131266929,40.931801690200494
1061,Kendall,Illinois,7808883.68,3000501.5,348879.66,289419.89,33429592.14,-88.4288658122632,41.59056234195047
1062,Kankakee,Illinois,13262843.54,9310933.51,553501.68,245922.72,81930300.73,-87.86181307461266,41.13770624442231
1063,La Salle,Illinois,20884623.12,18073100.81,459346.15,303927.13,135385695.6,-88.88594695024854,41.34398821182319
1064,St. Louis,Missouri,9041991.5,250455.04,2792990.38,2251915.08,6275417.29,-90.44292977635946,38.640498373112635
1065,Ste. Genevieve,Missouri,6425754.56,5545034.98,143408.01,51388.34,18999130.45,-90.19528064989932,37.89376614384502
1066,St. Francois,Missouri,8392423.5,3804281.19,293925.19,137752.72,22847359.07,-90.47282311870818,37.810325519844795
1067,Ripley,Missouri,5244525.25,5159187.71,8957.59,34842.32,27231219.35,-90.86390705957166,36.6528554236791
1068,St. Charles,Missouri,9461889.02,2483936.09,1001540.16,843885.85,33535666.69,-90.675035816121,38.78168187851433
1069,Moore,Tennessee,1443621.06,1311656.17,10845.31,15696.21,4100048.11,-86.35879701210877,35.28454098323516
1070,Cooper,Missouri,8525967.07,8578099.49,73223.49,46010.29,51467077.48,-92.81027026634224,38.84385184053147
1071,Cole,Missouri,5606811.3,4035341.74,234248.25,189296.79,14902296.44,-92.28162180952116,38.50549234323047
1072,Crawford,Missouri,10255806.46,7739771.49,30020.17,54869.41,21026948.3,-91.30396831206282,37.976378927645804
1073,Dallas,Missouri,9373075.89,7884831.67,40413.15,38935.16,41955121.21,-93.02364642336886,37.68040681171799
1074,Walker,Alabama,6071139.59,5621313.92,228727.32,128394.61,32666860.5,-87.29733486807987,33.80335914800767
1075,Tuscaloosa,Alabama,10049142.21,7691422.19,620384.52,356055.38,46049709.35,-87.52503348946671,33.28955453077006
1076,Guernsey,Ohio,7723574.77,5094558.95,41178.62,80780.73,8089316.65,-81.49422196413441,40.05202450936163
1077,Talladega,Alabama,6777907.67,4718416.76,246896.85,159267.44,37866808.45,-86.1659023300654,33.380081962970316
1078,Geauga,Ohio,5305665.28,4345939.31,419211.24,231136.18,32343645.39,-81.17861945290643,41.49957709764775
1079,Greene,Ohio,7370913.24,4411127.67,335268.39,399662.96,40177518.27,-83.88991871212549,39.69152224926886
1080,Fulton,Ohio,9230232.79,6762833.39,270648.84,110994.3,48927314.33,-84.13007322382846,41.60183395906021
1081,Gallia,Ohio,5489350.96,4235762.58,10035.14,59295.13,6138041.02,-82.31693956037711,38.82467860428102
1082,Covington,Mississippi,4383031.11,2516103.51,65611.27,42516.02,41141675.27,-89.55261863161348,31.633210370537842
1083,DeSoto,Mississippi,4224411.87,2768515.4,415621.13,410876.16,44054198.49,-89.9918798072955,34.87542618931722
1084,Forrest,Mississippi,3980812.45,1142027.28,264859.31,135171.55,26438652.77,-89.25783367206488,31.188874394885477
1085,Franklin,Mississippi,4430018.57,3784540.66,14683.49,17371.14,23037077.9,-90.89784250848713,31.477152145871248
1086,Franklin City,Virginia,147074.6,0.0,30460.04,15642.96,295759.4,-76.93858064779639,36.68308693898422
1087,George,Mississippi,3916583.52,870437.6,32501.24,53743.6,32506098.83,-88.64401534999257,30.86258674503216
1088,Baltimore City,Maryland,2447337.35,0.0,1625346.42,216488.13,0.0,-76.61605252100723,39.308460938802135
1089,Bennington,Vermont,7717347.75,1620718.03,91211.09,66025.86,1449166.7,-73.09294800073447,43.03543240917518
1090,Maury,Tennessee,8470633.31,4887474.82,157076.38,177401.99,24781323.36,-87.07701777410921,35.6169463568352
1091,Macon,Tennessee,3756615.03,3387588.85,32929.1,47001.4,15031242.16,-86.00724904780817,36.5320179006203
1092,Madison,Tennessee,7533548.1,4244607.67,455123.66,206788.0,49110864.18,-88.83847153607618,35.60815101584366
1093,Pike,Alabama,5975499.71,4333315.05,93813.79,57124.75,49223654.54,-85.94088651291023,31.80239225945769
1094,Fairfax City,Virginia,39817.88,0.0,90218.96,30562.08,0.0,-77.30008630232821,38.85330812026207
1095,Montgomery,Alabama,6915790.49,2811528.36,724024.82,600818.27,65860850.85,-86.2076580922574,32.22026036510914
1096,Morgan,Alabama,6992194.86,3902658.56,536340.06,276127.6,40630736.17,-86.85292606768323,34.45345708481231
1097,Perry,Alabama,4318002.55,4301966.92,27850.46,15740.23,39470461.19,-87.29423161135635,32.63850210066717
1098,Pickens,Alabama,6657559.55,5042313.65,81137.05,40869.82,58476086.89,-88.088663783866,33.28091159683539
1099,Walthall,Mississippi,3972342.69,2722421.64,30084.19,34471.55,41027719.56,-90.10613622227736,31.14840898144405
1100,Calhoun,Mississippi,5721116.91,3729156.16,45998.56,36725.04,49082621.42,-89.33644662868147,33.93644965395484
1101,Bolivar,Mississippi,7651163.4,8796879.43,84951.52,62040.01,103388185.0,-90.8804140607287,33.7955189806078
1102,Chickasaw,Mississippi,5397948.29,2882407.78,61181.01,35655.64,46750285.25,-88.94783700060734,33.92081179088539
1103,Carroll,Mississippi,5989475.02,4493246.35,10222.52,22337.32,53075506.49,-89.92021068320835,33.448540737050266
1104,Union,Tennessee,1515173.84,1331449.07,25002.36,38595.8,684539.37,-83.83746031826236,36.287842935101224
1105,Unicoi,Tennessee,1601827.69,258526.87,41443.16,38264.89,0.0,-82.43227942483588,36.110793943798676
1106,Warren,Tennessee,6038247.2,3507851.09,84956.61,85518.04,32399358.39,-85.77848920200712,35.67872626711666
1107,Hampton,South Carolina,4337545.23,676478.67,46714.96,38180.42,45632308.57,-81.14064800018511,32.77626229535612
1108,Greenwood,South Carolina,4131054.71,3083508.1,138798.14,139990.54,29542582.63,-82.12594848917358,34.15386633771409
1109,Greenville,South Carolina,7685640.01,2470326.33,701572.8,1013848.71,25001255.65,-82.37077355173626,34.89433105287835
1110,Georgetown,South Carolina,5346747.84,577448.77,83922.0,130416.55,48863405.4,-79.33522219513544,33.438002996976884
1111,Florence,South Carolina,9584799.05,577723.5,252109.71,261165.5,60119607.36,-79.70279297445578,34.02437482527765
1112,Calhoun,South Carolina,4353566.39,1291115.26,25202.91,33832.71,31105466.9,-80.78033160821956,33.674917854412975
1113,Androscoggin,Maine,4438568.92,1850552.63,297053.25,158750.71,17651537.91,-70.20639623489802,44.16584946951183
1114,White,Georgia,1767445.89,1174560.67,51516.75,67225.18,3171572.52,-83.74718388385129,34.64632842839087
1115,Cumberland,Virginia,2646203.63,1975068.83,33244.63,20366.97,21367233.57,-78.24496912207158,37.51216880802371
1116,Whitfield,Georgia,3462172.23,1546876.85,543910.86,189262.19,12349658.36,-84.96718656938333,34.80554891491194
1117,Wilcox,Georgia,3558571.41,1674611.61,31412.05,13989.68,41683450.12,-83.43224136886124,31.973387385620217
1118,Sullivan,New Hampshire,7235472.26,2935847.53,132252.82,87699.99,1491727.26,-72.22241885999615,43.36126374075635
1119,Wilkes,Georgia,3101422.37,3526714.6,48007.34,22097.63,40033664.81,-82.74321954255069,33.78193050311583
