,name,state_name,dist_wind_,land_wind_,com_pv_tec,resid_pv_t,util_pv_te,longitude,latitude
0,Zapata,Texas,2876998.82,15732926.06,14121.79,29707.55,152028996.91,-99.16890618309964,26.999664382235924
1,Zavala,Texas,1894594.84,18074002.69,27700.3,26136.28,191549852.94,-99.76060321884738,28.8661977378236
2,McMullen,Texas,1461356.25,18944452.3,11173.97,2116.89,166058173.79,-98.56749073898008,28.34905000228968
3,Live Oak,Texas,7730893.27,19677746.8,42351.39,28151.57,147176682.62,-98.12478349194015,28.35136692775269
4,Refugio,Texas,2831017.99,8630486.13,23954.66,21571.24,101290200.41,-97.1666229573429,28.326380251659923
5,Nueces,Texas,11757284.39,10556578.47,565031.44,841071.19,103322186.3,-97.62719022379598,27.724379950986588
6,Goliad,Texas,5879006.86,10284738.2,29770.57,22106.29,118767489.52,-97.42647937685805,28.65707551000779
7,Gonzales,Texas,10402449.98,12979919.55,104505.69,39700.15,142238513.59,-97.49252366039575,29.456737109703468
8,Fayette,Texas,12594024.74,10532990.65,135203.64,77502.18,121746756.55,-96.91972530975261,29.876776975150324
9,Comal,Texas,7251695.8,6504654.82,671987.42,326348.46,38588249.19,-98.27823486351507,29.808176892193856
10,San Patricio,Texas,7338162.56,10156304.88,113908.68,177550.92,91783014.32,-97.5186346529378,28.009545657920025
11,Colorado,Texas,8516851.48,9935690.53,110295.35,59279.19,128021977.42,-96.5262938766487,29.620810751750938
12,Duval,Texas,6780255.18,29456451.78,34447.72,29694.96,262735627.71,-98.50890228857756,27.681332616407232
13,Starr,Texas,7498135.88,20975146.26,85276.39,144455.85,180207811.94,-98.73845486708493,26.562116970624142
14,Edwards,Texas,6568929.24,51381972.94,6972.65,7666.29,156585990.56,-100.30473729747192,29.982615608392845
15,Brooks,Texas,2482723.28,15432379.61,16694.51,16488.45,140744289.2,-98.21871577167059,27.031568185440893
16,Guadalupe,Texas,7300145.21,7598577.0,500078.02,413703.15,89602524.1,-97.94860230285947,29.583021459321905
17,Galveston,Texas,8227730.84,182499.76,728533.75,856201.95,18120039.73,-94.96338505535739,29.393882189194148
18,Frio,Texas,4463098.04,13469475.08,36549.93,31690.23,162120039.81,-99.10827502568715,28.867795387794647
19,Fort Bend,Texas,10680480.82,5651545.61,1553098.59,1838404.17,84925701.79,-95.7708032755062,29.527573180387044
20,Maverick,Texas,1915294.39,17433905.55,70276.84,135864.33,180708066.89,-100.31448956564276,28.74256082976592
21,Jackson,Texas,5602186.31,10365034.05,45855.78,37259.09,112966458.96,-96.57874606910448,28.955752790149422
22,DeWitt,Texas,10116160.19,11544672.89,111531.42,54072.16,121593416.88,-97.35679667190392,29.082061997405333
23,Dimmit,Texas,2581086.48,16488177.64,18869.26,25741.04,196879338.2,-99.75672606309375,28.422529431654077
24,Matagorda,Texas,7916029.76,8710420.28,90291.81,91308.05,121650386.88,-95.98553130212723,28.866839559676876
25,Medina,Texas,11099775.17,16577707.54,195756.73,94304.19,157118680.0,-99.11013276135522,29.355695470093423
26,Hidalgo,Texas,22770911.64,14672812.09,1401857.68,1929556.16,190515532.25,-98.18111281597972,26.39671952669338
27,Chambers,Texas,3901139.42,3520855.11,183821.1,99595.87,51833731.15,-94.60824651436063,29.739032457668333
28,Calhoun,Texas,3437158.64,3327959.92,47618.12,61367.56,43669641.89,-96.64735868584489,28.490759415979916
29,Caldwell,Texas,6753603.69,6044512.54,128964.96,75522.79,70431627.43,-97.61996390201813,29.83701163225521
30,Hays,Texas,8794231.12,8766471.66,457874.53,412394.47,56744337.13,-98.03107048753026,30.057985440806704
31,Harris,Texas,31287779.68,1875590.85,10919780.76,8669908.5,58522609.71,-95.39228434680135,29.857301003319844
32,Cameron,Texas,21844374.64,4577655.5,735973.54,869292.76,85811666.28,-97.53184738794457,26.127809475508165
33,Webb,Texas,7690794.37,56985634.14,349974.3,466155.47,492786120.96,-99.33153978994211,27.761057104022306
34,Waller,Texas,5346213.04,4265720.43,223812.0,83547.21,65273351.72,-95.98763590847514,30.011097117037394
35,Washington,Texas,7146051.45,6817151.17,238996.27,87388.65,72131802.42,-96.40344813220642,30.214577403571408
36,Kleberg,Texas,2967476.26,10635658.42,58044.52,66900.96,108724407.38,-97.73378808829371,27.4341559442085
37,Kinney,Texas,1845117.31,25676090.48,8351.63,7706.93,159893718.43,-100.41795431759016,29.350216838641945
38,Bandera,Texas,8687682.41,9564779.79,49549.07,54270.23,35911366.42,-99.24628230482433,29.747188162095522
39,Atascosa,Texas,9944695.26,15063263.09,110199.16,97295.35,175415540.43,-98.52794671185607,28.890674518741612
40,Austin,Texas,7486064.6,6487207.14,180333.33,78047.35,80769905.75,-96.27790800225645,29.886927153993682
41,Wilson,Texas,8505186.43,11011303.34,186470.26,117626.23,113236561.56,-98.08657337759158,29.174002380277674
42,Jim Wells,Texas,7694743.92,12281089.91,94392.9,100129.39,125152743.92,-98.08993921791968,27.731284857165626
43,Jim Hogg,Texas,1806249.08,24571141.39,15065.76,14511.06,178341856.89,-98.69729762625009,27.04339756380324
44,Bee,Texas,7416735.45,12313030.33,61732.21,61295.13,123942138.1,-97.74119209896581,28.417400207465196
45,Bexar,Texas,15754904.17,5690156.8,5749218.88,4916184.75,81365663.15,-98.52003839753161,29.448951730243834
46,Victoria,Texas,6778140.38,9850471.81,176438.31,213946.82,113494273.46,-96.97176351032,28.7964152294739
47,Val Verde,Texas,6699529.37,60180269.9,66964.63,114665.89,221521339.2,-101.15174569309995,29.892996641581966
48,Uvalde,Texas,7606072.31,22023954.05,67263.74,61361.34,156089253.47,-99.76219910739279,29.357329186164744
49,Kenedy,Texas,718436.53,18390291.16,4223.54,525.62,193218618.17,-97.71870254266881,26.928113888133737
50,Kerr,Texas,12039573.11,21201885.76,178048.04,138701.6,82424885.24,-99.35010321841598,30.061530928885894
51,Aransas,Texas,2345890.03,414005.44,38885.85,73609.06,10547480.53,-96.99729009004555,28.13308054214938
52,Wharton,Texas,10047022.7,13362238.65,271831.3,103397.34,149921872.77,-96.22213493448267,29.27787004976935
53,Willacy,Texas,4373284.04,8125481.5,33725.92,47986.03,79156184.12,-97.67358275969914,26.470263010774854
54,Real,Texas,4853230.29,10960152.35,6334.56,7884.25,26219916.77,-99.8221297491216,29.83177601786418
55,Kendall,Texas,7176550.92,10356968.91,130348.02,104400.27,34171234.17,-98.71155372058114,29.94469862881701
56,Karnes,Texas,7774496.28,12265864.23,39791.13,32543.78,106511264.23,-97.85940065000327,28.905739136781527
57,Brazoria,Texas,13210288.93,4760063.62,736214.16,811213.17,109994712.61,-95.45515650944898,29.190842175236632
58,La Salle,Texas,3361021.73,17471145.53,13383.96,12878.38,215035591.38,-99.09968868852533,28.34506880961384
59,Lavaca,Texas,9594029.88,10798561.36,137518.19,59627.48,130788259.28,-96.93014444097247,29.38433990406354
60,Lafayette,Louisiana,5590934.72,584245.86,2201195.45,546898.3,22050169.51,-92.06397374183476,30.20628391577031
61,Lafourche,Louisiana,4319685.36,562445.36,407772.59,280610.47,26140862.91,-90.44428513067739,29.579363047663225
62,Jefferson,Louisiana,3072638.63,1434.86,1701736.42,1671561.81,1287772.2,-90.13438819491739,29.82301432406209
63,Okeechobee,Florida,5082757.05,1423468.67,181175.84,75226.55,68457353.61,-80.8885574314465,27.38628409772837
64,Orange,Florida,8218776.58,289735.7,5221253.12,2524268.62,29232249.01,-81.3238026507592,28.514714040926574
65,Osceola,Florida,4515779.67,1311685.38,985189.16,564891.96,93071665.69,-81.14928007836039,28.062644398106116
66,Palm Beach,Florida,9296120.58,7791357.07,4090482.99,2922818.23,126046227.68,-80.46748922806675,26.646893099368903
67,Orleans,Louisiana,3061039.54,0.0,1020449.84,903061.13,651979.72,-89.9310652918943,30.068827236877226
68,Putnam,Florida,6747613.18,2027022.42,203562.79,144341.26,55978049.42,-81.74424023483044,29.608605705585884
69,Cameron,Louisiana,3992034.34,1080270.28,144007.42,15681.62,23118082.31,-93.19308463585718,29.875147553417637
70,Lake,Florida,8400419.72,1183903.19,853603.27,825628.08,45163738.54,-81.71133696257716,28.761487238835183
71,Lafayette,Florida,2123421.28,1370379.81,16832.82,15933.11,40953341.18,-83.18116252091066,29.985558372248036
72,Indian River,Florida,3654424.46,1343736.91,586617.9,412051.93,33611691.62,-80.6153926482339,27.69284739956353
73,Hardee,Florida,3841705.51,1546807.71,58174.72,49407.57,64646569.66,-81.80993650596362,27.49270127962194
74,Glades,Florida,2652725.17,2144771.29,30470.84,19264.46,82196363.95,-81.18880612394831,26.95647764457913
75,Gilchrist,Florida,2716693.42,2869646.6,32202.99,31933.31,44667363.33,-82.80034942767317,29.725914505652284
76,Gulf,Florida,1535626.25,229986.67,35994.4,35971.43,16756115.33,-85.22676355682589,29.955794201595662
77,Ascension,Louisiana,2360572.03,503003.42,56690.07,302444.86,14561806.79,-90.91127231544952,30.203498366071823
78,Pinellas,Florida,4116906.06,0.0,2732155.39,2186011.14,1239721.43,-82.72238755615945,27.930875989040043
79,Highlands,Florida,8241048.03,2606499.18,323467.67,260089.29,101063009.73,-81.34098821382537,27.34337265134696
80,Hillsborough,Florida,8506146.63,278295.34,5016013.96,2763401.24,52036786.65,-82.30761712398785,27.930041651572342
81,Hendry,Florida,3992196.44,3530457.67,149778.33,61185.27,106227973.1,-81.16586149075499,26.55347671181655
82,Hernando,Florida,4734009.89,1301024.44,414153.95,548176.37,27288172.71,-82.42063309963764,28.552781523212726
83,Union,Florida,1680886.21,433931.08,32792.08,16272.24,26487779.6,-82.37140955693782,30.043885520584755
84,Taylor,Florida,3026634.33,1198604.53,69768.89,44364.12,76762046.37,-83.60301388687894,30.04765451785378
85,Collier,Florida,5317610.53,518217.31,995949.56,703968.78,33352029.42,-81.34024443616788,26.117471360954728
86,DeSoto,Florida,3256793.74,2295682.61,104842.92,65498.79,69560512.56,-81.80934045747853,27.186303316796547
87,Dixie,Florida,2252186.47,1100161.34,30524.08,30385.59,51120167.12,-83.15788265557188,29.609910228714522
88,Sarasota,Florida,4079134.76,92950.03,1325682.38,1195145.54,25838717.95,-82.32210894708605,27.180430888712486
89,Seminole,Florida,3150964.95,34457.77,1445496.96,1032927.91,5201561.22,-81.23632378821289,28.717064943190525
90,St. Lucie,Florida,5248483.26,2127913.68,907905.34,748176.31,50008175.89,-80.482902921411,27.375873457561024
91,Sumter,Florida,2811867.76,1088701.47,130413.99,428381.64,29780106.59,-82.0809850748975,28.704716432306043
92,Levy,Florida,7274259.94,5279094.39,104303.65,71536.94,103681193.44,-82.73898299911693,29.321564745164906
93,Lee,Florida,13946740.09,135792.7,1957515.79,2173896.03,28562651.84,-81.82112149723513,26.579179420484326
94,Assumption,Louisiana,2030959.22,1379658.47,101637.54,60521.26,17447418.31,-91.06258189099744,29.90077439159883
95,Iberia,Louisiana,4095459.43,1596427.58,220447.72,159950.66,28318099.88,-91.73119428659074,29.892957075559142
96,Wakulla,Florida,2321707.54,474019.02,51113.71,64796.07,15654686.61,-84.40277041958899,30.16979987739278
97,St. Johns,Florida,4210429.83,703925.27,593958.57,555718.3,40572119.38,-81.44362858802118,29.90185471961578
98,Volusia,Florida,8167547.64,400635.97,1721417.04,1306364.43,56324596.26,-81.19278703624695,29.06061593065067
99,St. Mary,Louisiana,2515960.91,786624.91,172771.37,124787.37,20629347.07,-91.45105002519882,29.719650047330568
100,Pasco,Florida,4292581.66,761393.16,1250419.12,1228125.13,44354433.92,-82.39122466504877,28.309240566230596
101,Polk,Florida,12656614.07,2221662.96,2122848.72,1406446.3,128947444.93,-81.6975475952042,27.948911920816535
102,Terrebonne,Louisiana,3133523.85,158652.22,589471.72,247963.07,11360469.65,-90.86368778746217,29.414979161300195
103,Franklin,Florida,1323215.7,50733.63,54732.05,27224.43,4364600.97,-84.81676544184228,29.877566712952376
104,Flagler,Florida,2527629.41,510760.04,281350.98,281907.96,31128047.43,-81.31410368640593,29.46059115112289
105,Brevard,Florida,7561807.79,697853.42,1832985.71,2729303.12,34226102.22,-80.74328564196239,28.264853399096243
106,Bradford,Florida,2035831.49,464545.54,107830.55,49237.02,31315624.46,-82.16889230903989,29.95012790803323
107,Alachua,Florida,7510365.35,2967493.0,849011.3,467545.89,92640056.8,-82.35763901799582,29.674823588819567
108,Clay,Florida,3181734.16,1462644.81,605668.94,484853.62,37859177.62,-81.85784732120027,29.983028348547695
109,Broward,Florida,5974314.13,29423.45,5338034.93,4021363.53,4447933.98,-80.48753734071927,26.15181539007612
110,Charlotte,Florida,7891321.65,798584.01,526311.63,779339.62,43215954.05,-81.89819351621895,26.90744886940133
111,Citrus,Florida,7500211.3,2233170.26,417404.95,452993.53,35010727.17,-82.46967617188966,28.850406897496523
112,Vermilion,Louisiana,10396074.72,7157473.63,612145.22,153148.91,87829164.44,-92.32390875026604,29.84548978554356
113,Plaquemines,Louisiana,2183891.13,244232.08,170187.84,47111.32,7721188.0,-89.6622228789612,29.474481563231432
114,St. James,Louisiana,1202188.7,925402.33,133819.3,60778.3,13248965.38,-90.79621814190087,30.026302957461283
115,St. John the Baptist,Louisiana,935654.33,86956.82,162448.31,125868.86,5330114.11,-90.50749928024314,30.113478561297423
116,St. Charles,Louisiana,982564.96,114316.25,222132.49,148940.22,5329781.99,-90.35807585071834,29.91320519418285
117,St. Bernard,Louisiana,793148.69,9253.19,170504.87,129819.68,1280383.49,-89.57498569938525,29.8726686685304
118,Monroe,Florida,1937963.92,0.0,411144.13,177331.35,0.0,-81.0500682141343,25.423117973492825
119,Miami-Dade,Florida,12299945.41,60502.34,6822307.61,4310032.0,19685351.99,-80.56835132815657,25.614811616732222
120,Martin,Florida,3082949.2,1140338.9,538827.58,378925.63,36885904.97,-80.43542676144862,27.075100968022646
121,Marion,Florida,13481823.78,7834409.54,1213786.0,928766.48,103131643.14,-82.05679763503197,29.210205639956897
122,Manatee,Florida,5179126.55,1093112.77,970433.13,817632.11,58780507.24,-82.298390085335,27.471332380696598
123,Morris,Kansas,7383642.01,16415730.32,23012.89,20057.33,88909456.21,-96.64982266291098,38.68741998745641
124,Butte,California,10192767.09,9515367.85,1174109.61,449867.71,90498030.11,-121.6006264217578,39.666983965427455
125,San Juan,New Mexico,19117022.2,64679938.39,253056.92,234396.89,548115490.08,-108.32059573337091,36.50846986076568
126,San Miguel,New Mexico,12063929.68,67277383.02,33200.14,63637.02,376129596.66,-104.8158582999071,35.480285690061066
127,Roosevelt,New Mexico,8300670.1,54739055.93,44275.83,43698.44,415111915.85,-103.48017146069017,34.02130949893256
128,Sandoval,New Mexico,10822073.43,36137953.92,139233.76,407952.93,225141744.77,-106.86592779065178,35.68874924123948
129,Jefferson,Kansas,10166029.38,11097761.13,51746.39,61543.87,51805918.48,-95.38339548316152,39.2358030047003
130,Santa Fe,New Mexico,14325294.55,22019447.38,238004.67,473778.66,142752240.22,-105.97612997627829,35.50685952952509
131,Pushmataha,Oklahoma,8777367.2,15163441.16,38273.87,30019.1,70397397.34,-95.37579000772425,34.416202838290786
132,Alpine,California,1129666.47,230467.63,5297.23,3676.53,566237.71,-119.8207368420352,38.59734350591912
133,Ellsworth,Kansas,6095096.79,17178296.38,38823.56,21582.01,88764766.24,-98.20477432760504,38.696641301340115
134,Pittsburg,Oklahoma,16256977.27,20104305.66,206172.07,128088.7,97618216.14,-95.74843634445031,34.92390191791733
135,Randall,Texas,10419639.42,19837608.28,907518.47,389818.6,132130332.79,-101.89693660880909,34.965867208937595
136,Pontotoc,Oklahoma,11441424.26,13478326.3,173697.66,95806.05,83932245.89,-96.68437416322084,34.72806494491921
137,Navarro,Texas,14497118.38,17325546.54,237092.05,106222.58,139810188.4,-96.4723056292223,32.04702687361422
138,Nacogdoches,Texas,8646145.75,4523986.54,155594.05,112244.72,67590799.13,-94.6158437735838,31.615999794090182
139,Motley,Texas,2368466.34,24063892.96,21314.5,3997.43,128187394.41,-100.77981175793774,34.074108496785975
140,Morris,Texas,2890800.31,1678654.74,73575.6,36221.25,23521917.91,-94.73265090820263,33.113524987779044
141,Moore,Texas,3178751.71,21462906.21,270806.86,51566.45,130787807.62,-101.89292046979372,35.83769336514632
142,Yoakum,Texas,2647166.16,17911559.54,208318.24,21990.07,131520285.72,-102.82782817574027,33.173013238943184
143,Madison,Texas,4822955.82,4181301.41,64416.91,26357.12,56558250.78,-95.92835929757968,30.965537572591977
144,Hale,Texas,10842354.49,23812137.89,485159.72,91607.79,164754585.85,-101.82688172007369,34.07052385950076
145,Grayson,Texas,20531191.05,16568444.89,470920.61,341141.63,118891098.32,-96.67766178281849,33.62689151917415
146,Deaf Smith,Texas,6229517.15,38569692.56,356171.6,55883.71,247549758.88,-102.60495344196289,34.9660388810524
147,Jackson,Oregon,7290040.31,5187487.58,536874.99,315651.59,22175154.85,-122.72844802357868,42.43214500122454
148,Dawson,Texas,4756358.07,18471769.54,94220.5,39005.07,149969060.77,-101.9476824753144,32.74251914064641
149,Harney,Oregon,5093777.06,96809004.11,38093.09,14576.94,637557924.96,-118.96786522485327,43.06402672369024
150,Llano,Texas,7073471.12,14234038.35,67200.86,64082.65,103274959.16,-98.68394268729148,30.70561914385264
151,Dallas,Texas,24709016.03,409887.64,5361472.47,4764385.39,23116777.97,-96.7778169035852,32.766605380619765
152,Limestone,Texas,10963591.18,14646999.55,75587.29,56339.86,126409506.22,-96.58053764404832,31.54546700312574
153,Dallam,Texas,3334466.63,30017480.55,108852.7,17217.63,251088935.26,-102.60222943398543,36.277886700481325
154,Tehama,California,10161780.46,18827842.87,451636.7,136420.77,108651550.85,-122.23389890586168,40.12570930487787
155,Holt,Nebraska,13048674.13,44272756.65,19672.8,31214.28,302253192.06,-98.78382508577627,42.45570705785033
156,Kane,Utah,3814986.24,8510216.74,12393.28,19444.95,36626011.43,-111.88784741753769,37.285074934972144
157,Juab,Utah,1729110.58,34210006.06,26051.83,21398.15,263234121.04,-112.78482138929728,39.702617163160625
158,Iron,Utah,7606429.17,34159857.77,116883.99,86486.71,251774448.02,-113.28927384738414,37.859164684582645
159,Hamilton,Nebraska,8993359.94,13283847.37,49091.09,34292.03,74218810.59,-98.02320873931893,40.87356161062061
160,Harlan,Nebraska,3510701.88,10943429.44,8401.36,12012.76,61625355.69,-99.40465944152974,40.17648936796463
161,Hayes,Nebraska,1944542.85,16086566.23,7631.73,3509.79,66619529.29,-101.06184658082802,40.524789415741
162,Hitchcock,Nebraska,2924791.21,14285919.56,11910.17,10197.82,70760765.65,-101.04227053336695,40.176342834440916
163,Carson City,Nevada,1161482.27,571290.58,268449.69,65102.47,1004195.36,-119.74648311495812,39.150777695238446
164,Taylor,Iowa,7633080.95,12183079.35,25806.89,18546.43,50169347.49,-94.69648087043048,40.73743017126935
165,Lipscomb,Texas,2549216.7,25192576.99,76558.16,10575.06,129794391.57,-100.27311587390317,36.277712576501244
166,Morton,Kansas,2030568.26,12390044.27,21046.37,8991.3,117298047.22,-101.7992750902396,37.19142626308293
167,Elmore,Idaho,6424821.26,16654359.09,22631.13,43885.27,92499843.09,-115.46920327067276,43.35385217108352
168,Esmeralda,Nevada,1095556.79,39632809.17,13313.44,1392.87,250022744.47,-117.63236936622005,37.78470051626678
169,Greenwood,Kansas,7555696.11,26096990.12,38182.15,20707.14,127738827.86,-96.23264751539789,37.87779592155385
170,Pottawattamie,Iowa,18924433.6,20756332.94,271348.8,198666.29,60868598.02,-95.54230115534273,41.33661669972645
171,Harper,Kansas,5467676.51,19293859.62,24787.09,20012.9,119243369.98,-98.07551406443937,37.191648302582855
172,Gage,Nebraska,14990954.8,20284500.29,69510.44,70707.43,109344085.52,-96.68948258403985,40.26193253852924
173,Furnas,Nebraska,3831498.25,13069562.52,25780.54,16464.89,76282213.5,-99.91228448664747,40.17647926996365
174,Frontier,Nebraska,3350942.19,19830671.17,9980.0,9348.79,76284263.65,-100.3941935880278,40.53008237168434
175,Franklin,Nebraska,3982175.77,12439386.05,11563.57,12727.33,65711688.13,-98.95280310002035,40.17635915631997
176,Butler,Kansas,20976880.75,30953377.7,196640.71,180757.36,191442039.25,-96.83907971932787,37.78127854767405
177,Hamilton,Kansas,1690283.57,23197189.83,13750.25,7874.05,156467830.71,-101.79124648207092,37.999182556749794
178,Garden,Nebraska,3260354.55,32801886.63,11467.67,6926.4,158688059.51,-102.33541156722283,41.61947738100904
179,Gregory,South Dakota,6656059.71,19279512.66,3766.55,12941.34,75283535.3,-99.18562204983104,43.19239928429793
180,Yuma,Colorado,9648145.87,50005917.89,91230.79,24158.47,321427729.17,-102.42424782928332,40.00291746926346
181,Washington,Colorado,7673256.04,54490110.04,58030.85,13113.46,370757739.05,-103.201280702148,39.97105208394271
182,Weld,Colorado,19998469.17,46390842.98,795391.37,525655.02,542028575.65,-104.3925200911274,40.55483100888954
183,Greeley,Kansas,1142566.45,18945059.91,8054.35,4288.07,124101768.39,-101.80600854647783,38.480523200399396
184,Bent,Colorado,2764285.47,28477790.29,20900.03,11237.17,217593601.54,-103.07167069430486,37.955126471808086
185,Boulder,Colorado,7585153.52,902234.97,862217.67,465914.96,15507565.14,-105.35771659643792,40.09246369332295
186,Broomfield,Colorado,622223.02,7026.09,153937.7,112907.5,1813954.21,-105.05284369623911,39.954019817150005
187,Chaffee,Colorado,8611732.77,1454518.7,50140.95,63702.9,3632180.3,-106.19411823535593,38.74685435109645
188,Cheyenne,Colorado,2420636.26,39809648.32,22201.74,4915.66,279624173.11,-102.60340432059085,38.82793183880923
189,Clear Creek,Colorado,3865187.24,268602.51,35662.21,26770.59,0.0,-105.6443005901875,39.68906935299517
190,Washoe,Nevada,11844395.1,51526704.11,1705293.28,596628.14,269166398.02,-119.66370335017284,40.66390607778092
191,White Pine,Nevada,3149168.47,76386694.77,50070.8,21661.36,548049940.93,-114.90158924902379,39.442160329863896
192,Union,New Mexico,5497644.12,84131308.08,128660.08,11556.79,476062231.28,-103.47100695870913,36.481762226491796
193,Socorro,New Mexico,5912202.47,66871145.05,22919.98,30524.26,336235926.89,-106.9303175201154,34.007241727544226
194,Sierra,New Mexico,4107662.59,41983100.76,9435.2,24491.34,257561105.23,-107.19249453046115,33.13046549178278
195,Torrance,New Mexico,9282410.88,67285911.36,18514.04,37091.2,433211797.42,-105.85076535220205,34.64048239476529
196,Taos,New Mexico,9620202.06,7126349.27,38139.79,87334.25,74673634.48,-105.63092711594453,36.578290016631364
197,Millard,Utah,4228285.84,81231829.3,57556.83,29355.24,663831545.14,-113.10046378322576,39.07380500829712
198,Brown,Minnesota,11902166.43,8952986.26,135649.88,70220.18,69537252.79,-94.72754421078028,44.24213126024645
199,Oldham,Texas,1790331.96,34669392.24,53512.69,5386.6,185200934.1,-102.60287902819651,35.40502358914262
200,Ochiltree,Texas,3780794.78,24304558.45,154074.17,30654.87,135625883.57,-100.81565968881553,36.278426714618256
201,Nolan,Texas,7356987.58,22671461.04,115807.74,46473.87,114767387.53,-100.40605718909993,32.30349344733559
202,San Bernardino,California,67753552.71,23397150.87,8421571.74,4314736.15,320004232.87,-116.17844188393944,34.84145972443652
203,San Diego,California,16102366.99,3850223.9,9789460.42,5614271.21,17771889.95,-116.73291375891043,33.03595512756417
204,San Francisco,California,1436795.67,0.0,2533983.39,200260.1,0.0,-122.44284216990972,37.75570432998636
205,Clay,Missouri,9083788.72,3351682.95,1115431.0,510876.42,30863284.56,-94.42083154805707,39.31054014195316
206,Clinton,Missouri,7915669.17,7978580.1,115407.51,61395.56,49167265.8,-94.4045814171835,39.60178494685267
207,Albany,Wyoming,10590296.07,72834135.61,34546.25,60885.79,291301843.59,-105.72391017507773,41.654470214007205
208,Upshur,Texas,7616652.38,3908403.61,180308.19,92042.04,53801007.92,-94.94135991095,32.736294000711766
209,Carbon,Wyoming,8868193.12,142286371.6,22757.14,35374.63,471174997.8,-106.9306120782458,41.6945919644679
210,Converse,Wyoming,8336554.0,76306844.41,34456.82,31869.62,305008437.02,-105.50706350428926,42.97233179133222
211,Hardeman,Texas,3490915.41,15691905.55,32284.09,12159.43,100623412.33,-99.7456723121695,34.290307824796365
212,Hansford,Texas,3025958.39,24487915.11,134104.78,17811.34,135349481.91,-101.35453447558682,36.277455909073126
213,Hamilton,Texas,11721740.67,17608060.86,31998.11,26013.44,101792374.03,-98.11072715196791,31.704796946779343
214,Hall,Texas,2264566.98,16880252.57,36183.24,9444.12,99200468.95,-100.68111950006302,34.53078997715161
215,Leavenworth,Kansas,8942682.51,7276523.04,183180.4,174804.52,40283994.33,-95.0379675421947,39.19929787704847
216,Glasscock,Texas,3149389.79,20908367.7,23905.11,3593.47,148840734.16,-101.52076474705034,31.86945017858746
217,Grand,Utah,1434023.37,23836772.0,43557.41,21166.93,146243478.57,-109.5711114154152,38.98173267086236
218,Gray,Texas,5233350.47,23743807.6,231198.16,77371.89,106676151.75,-100.81258171718503,35.40116267733494
219,Deschutes,Oregon,7559268.4,20408361.54,454210.15,352943.93,141701225.31,-121.22794759452195,43.914903970865176
220,Curry,Oregon,4840634.46,2513277.3,41452.45,38315.79,1880147.45,-124.15670647152677,42.457819210832426
221,Coos,Oregon,6860766.56,4585107.92,176297.67,102758.74,5038101.1,-124.0575093363656,43.171824261190956
222,Douglas,Oregon,10945495.78,9831426.08,254317.77,163013.94,11522753.64,-123.16616278084379,43.27960937546117
223,Webster,Nebraska,3608924.32,12384473.6,8984.8,11910.47,68783923.92,-98.49996516349866,40.17644527666934
224,Wheeler,Nebraska,2067402.77,11638547.34,25239.65,3126.14,72091765.7,-98.52819789314425,41.914765585072075
225,York,Nebraska,8922988.45,13205780.33,50496.21,41178.7,77145555.51,-97.5970995172127,40.872753586777485
226,Palo Alto,Iowa,8351849.94,12768191.84,43174.66,29751.43,72224025.37,-94.67814786924065,43.08205535682728
227,Page,Iowa,10359985.4,11709678.63,74557.36,48333.36,47191547.47,-95.15022655895767,40.73914137842759
228,O'Brien,Iowa,10501578.01,13732201.19,70166.82,39565.39,73540927.25,-95.62486816352768,43.08376459917139
229,Dodge,Nebraska,10047819.54,10178565.09,153327.37,94834.21,61979185.29,-96.65409337871151,41.57768035163974
230,Dixon,Nebraska,6714982.03,10119834.64,20568.35,16327.68,29566582.81,-96.86772609883366,42.49320869050891
231,Dundy,Nebraska,2519524.92,19397946.28,22128.63,6254.67,117341664.62,-101.68794656801558,40.1762306194691
232,Douglas,Nebraska,11271055.49,1775508.32,2845488.04,1165434.7,14354481.29,-96.15440017706962,41.29536075853138
233,Geary,Kansas,4946893.48,6402527.22,62873.96,55968.75,30663740.37,-96.75255803092205,39.00233241670836
234,Fillmore,Nebraska,6285552.05,13613018.27,32034.46,19839.13,80467442.97,-97.59650516079013,40.52467582440881
235,Graham,Kansas,2807508.89,17119247.82,7325.51,10431.71,116738652.34,-99.88322707214937,39.34965822131971
236,Grant,Kansas,3400817.58,13576716.95,67624.97,19816.04,90123088.16,-101.30798830539536,37.56223075651186
237,Harrison,Iowa,11593782.1,14011087.56,48146.23,42558.67,40071244.95,-95.81672243739338,41.682940115224596
238,Fall River,South Dakota,4361526.61,19249354.2,14593.23,19502.27,154473034.95,-103.52756154298723,43.23938653994573
239,Douglas,South Dakota,4630356.7,8909706.28,8267.47,11304.55,56712903.7,-98.36609963856743,43.38693507616985
240,Kings,California,5264371.03,11131399.72,704972.93,263376.11,188694607.23,-119.8155324497094,36.075325223704645
241,Miami,Kansas,11699270.02,11398956.06,92919.11,101147.59,64197274.64,-94.83806346774222,38.56359930215551
242,Montgomery,Kansas,12013559.66,11418099.2,313585.77,91778.17,79453936.02,-95.74288302205792,37.1925288695695
243,Shelby,Iowa,12010551.61,14646671.22,55647.14,39089.4,36691434.48,-95.3102281019927,41.68508326439345
244,Sioux,Iowa,17044295.43,15995092.25,183896.12,85030.88,92352126.75,-96.1778664277875,43.08262703194903
245,Sac,Iowa,10567276.06,13070003.92,55162.47,36300.57,69845703.36,-95.10540279207858,42.38624934932961
