Name,URL,State,Category,IncentiveType,Created
Green Power Purchasing,https://programs.dsireusa.org/system/program/detail/5815/green-power-purchasing,DC,Regulatory Policy,Green Power Purchasing,8/12/2015
Electric Vehicle Excise Tax Exemption,https://programs.dsireusa.org/system/program/detail/22164/electric-vehicle-excise-tax-exemption,DC,Financial Incentive,Personal Tax Exemption,5/27/2021
Sustainable Energy Trust Fund,https://programs.dsireusa.org/system/program/detail/108/sustainable-energy-trust-fund,DC,Regulatory Policy,Public Benefits Fund,2/23/2005
D.C. Appliance and Equipment Energy Efficiency Standards,https://programs.dsireusa.org/system/program/detail/3132/d-c-appliance-and-equipment-energy-efficiency-standards,DC,Regulatory Policy,Appliance/Equipment Efficiency Standards,11/13/2008
Fuel Mix and Emissions Disclosure,https://programs.dsireusa.org/system/program/detail/651/fuel-mix-and-emissions-disclosure,DC,Regulatory Policy,Generation Disclosure,11/30/2001
Building Energy Code for the District of Columbia,https://programs.dsireusa.org/system/program/detail/1826/building-energy-code-for-the-district-of-columbia,DC,Regulatory Policy,Building Energy Code,7/21/2006
Green Building Requirement,https://programs.dsireusa.org/system/program/detail/2485/green-building-requirement,DC,Regulatory Policy,Energy Standards for Public Buildings,4/17/2007
Sustainable Energy Utility - Commercial and Multifamily Energy Efficiency Rebate Program,https://programs.dsireusa.org/system/program/detail/22092/sustainable-energy-utility-commercial-and-multifamily-energy-efficiency-rebate-program,DC,Financial Incentive,Rebate Program,6/10/2019
Interconnection Standards,https://programs.dsireusa.org/system/program/detail/1058/interconnection-standards,DC,Regulatory Policy,Interconnection,2/12/2004
Net Metering,https://programs.dsireusa.org/system/program/detail/43/net-metering,DE,Regulatory Policy,Net Metering,1/1/2000
Delaware Electric Cooperative - Green Energy Program Incentives,https://programs.dsireusa.org/system/program/detail/4386/delaware-electric-cooperative-green-energy-program-incentives,DE,Financial Incentive,Rebate Program,2/1/2007
SREC Procurement Program,https://programs.dsireusa.org/system/program/detail/5691/srec-procurement-program,DE,Financial Incentive,Solar Renewable Energy Credit Program,2/20/2015
Delmarva Power - Green Energy Program Incentives,https://programs.dsireusa.org/system/program/detail/630/delmarva-power-green-energy-program-incentives,DE,Financial Incentive,Rebate Program,10/15/2001
Delaware - Community Solar Rules,https://programs.dsireusa.org/system/program/detail/22464/delaware-community-solar-rules,DE,Regulatory Policy,Community Solar Rules,6/23/2022
Renewables Portfolio Standard,https://programs.dsireusa.org/system/program/detail/1231/renewables-portfolio-standard,DE,Regulatory Policy,Renewables Portfolio Standard,8/8/2005
Sustainable Electric Utility (SEU)- SREC Purchase Program,https://programs.dsireusa.org/system/program/detail/5689/sustainable-electric-utility-seu-srec-purchase-program,DE,Financial Incentive,Solar Renewable Energy Credit Program,2/20/2015
Sustainable Energy Utility (SEU) – Energize Delaware Farm Grant Program,https://programs.dsireusa.org/system/program/detail/21860/sustainable-energy-utility-seu-energize-delaware-farm-grant-program,DE,Financial Incentive,Grant Program,1/5/2017
Sustainable Energy Utility (SEU) - Energize Delaware Farm Loan Program,https://programs.dsireusa.org/system/program/detail/5724/sustainable-energy-utility-seu-energize-delaware-farm-loan-program,DE,Financial Incentive,Loan Program,3/31/2015
DEMEC Member Utilities - Efficiency Smart Residential Program,https://programs.dsireusa.org/system/program/detail/22443/demec-member-utilities-efficiency-smart-residential-program,DE,Financial Incentive,Rebate Program,6/10/2022
DEMEC Member Utilities - Efficiency Smart Business Program,https://programs.dsireusa.org/system/program/detail/22444/demec-member-utilities-efficiency-smart-business-program,DE,Financial Incentive,Rebate Program,6/10/2022
DEMEC Member Utilities - Green Energy Program Incentives,https://programs.dsireusa.org/system/program/detail/4387/demec-member-utilities-green-energy-program-incentives,DE,Financial Incentive,Rebate Program,2/1/2007
Wind Access and Permitting Law,https://programs.dsireusa.org/system/program/detail/3503/wind-access-and-permitting-law,DE,Regulatory Policy,Solar/Wind Permitting Standards,7/10/2009
Sustainable Energy Utility (SEU) - Revolving Loan Fund,https://programs.dsireusa.org/system/program/detail/5448/sustainable-energy-utility-seu-revolving-loan-fund,DE,Financial Incentive,Loan Program,2/13/2014
Energize Delaware Home Energy Loan Program,https://programs.dsireusa.org/system/program/detail/5577/energize-delaware-home-energy-loan-program,DE,Financial Incentive,Loan Program,10/31/2014
Sustainable Energy Utility (SEU) - Home Performance with ENERGY STAR,https://programs.dsireusa.org/system/program/detail/5449/sustainable-energy-utility-seu-home-performance-with-energy-star,DE,Financial Incentive,Rebate Program,2/13/2014
Solar Renewable Energy Credits (SRECs) Spot Market Program,https://programs.dsireusa.org/system/program/detail/5690/solar-renewable-energy-credits-srecs-spot-market-program,DE,Financial Incentive,Solar Renewable Energy Credit Program,2/20/2015
Delaware Clean Vehicle Rebate Program,https://programs.dsireusa.org/system/program/detail/22165/delaware-clean-vehicle-rebate-program,DE,Financial Incentive,Rebate Program,5/27/2021
Electric Vehicle Charging Equipment Rebates,https://programs.dsireusa.org/system/program/detail/22166/electric-vehicle-charging-equipment-rebates,DE,Financial Incentive,Rebate Program,5/27/2021
Green Grant- Solar Hot Water and Geothermal program,https://programs.dsireusa.org/system/program/detail/5576/green-grant-solar-hot-water-and-geothermal-program,DE,Financial Incentive,Rebate Program,10/21/2014
Sustainable Energy Utility,https://programs.dsireusa.org/system/program/detail/2638/sustainable-energy-utility,DE,Regulatory Policy,Public Benefits Fund,7/24/2007
Delaware Electric Cooperative - Green Energy Fund,https://programs.dsireusa.org/system/program/detail/2645/delaware-electric-cooperative-green-energy-fund,DE,Regulatory Policy,Public Benefits Fund,7/30/2007
Delaware Electric Cooperative - Beat the Peak With Electric Vehicles,https://programs.dsireusa.org/system/program/detail/22304/delaware-electric-cooperative-beat-the-peak-with-electric-vehicles,DE,Financial Incentive,Rebate Program,7/16/2021
Delmarva - Green Energy Fund,https://programs.dsireusa.org/system/program/detail/159/delmarva-green-energy-fund,DE,Regulatory Policy,Public Benefits Fund,1/1/2000
Delaware Municipal Electric Corporation - Green Energy Fund,https://programs.dsireusa.org/system/program/detail/2643/delaware-municipal-electric-corporation-green-energy-fund,DE,Regulatory Policy,Public Benefits Fund,7/30/2007
Delaware Solar Rights Law,https://programs.dsireusa.org/system/program/detail/3502/delaware-solar-rights-law,DE,Regulatory Policy,Solar/Wind Access Policy,7/10/2009
Fuel Mix Disclosure,https://programs.dsireusa.org/system/program/detail/652/fuel-mix-disclosure,DE,Regulatory Policy,Generation Disclosure,12/3/2001
Building Energy Code,https://programs.dsireusa.org/system/program/detail/1827/building-energy-code,DE,Regulatory Policy,Building Energy Code,7/21/2006
Energy Conservation Standards for State Facilities,https://programs.dsireusa.org/system/program/detail/1704/energy-conservation-standards-for-state-facilities,DE,Regulatory Policy,Energy Standards for Public Buildings,6/30/2006
Energy Efficiency Resource Standards,https://programs.dsireusa.org/system/program/detail/4510/energy-efficiency-resource-standards,DE,Regulatory Policy,Energy Efficiency Resource Standard,12/20/2010
Interconnection Guidelines,https://programs.dsireusa.org/system/program/detail/780/interconnection-guidelines,DE,Regulatory Policy,Interconnection,7/16/2002
Kissimmee Utility Authority - Residential & Commercial Energy Efficiency Rebate Program,https://programs.dsireusa.org/system/program/detail/3169/kissimmee-utility-authority-residential-commercial-energy-efficiency-rebate-program,FL,Financial Incentive,Rebate Program,12/10/2008
"Clay Electric Cooperative, Inc - Energy Conservation Loans",https://programs.dsireusa.org/system/program/detail/2108/clay-electric-cooperative-inc-energy-conservation-loans,FL,Financial Incentive,Loan Program,9/1/2006
"Clay Electric Cooperative, Inc - Energy Smart Energy Efficiency Rebate Program",https://programs.dsireusa.org/system/program/detail/2734/clay-electric-cooperative-inc-energy-smart-energy-efficiency-rebate-program,FL,Financial Incentive,Rebate Program,10/4/2007
Orlando Utilities Commission - Residential Energy Efficiency Rebate Program,https://programs.dsireusa.org/system/program/detail/1780/orlando-utilities-commission-residential-energy-efficiency-rebate-program,FL,Financial Incentive,Rebate Program,7/13/2006
Energy Efficiency Goals,https://programs.dsireusa.org/system/program/detail/4505/energy-efficiency-goals,FL,Regulatory Policy,Energy Efficiency Resource Standard,12/16/2010
Net Metering,https://programs.dsireusa.org/system/program/detail/2880/net-metering,FL,Regulatory Policy,Net Metering,3/7/2008
Orlando Utilities Commission - Efficiency Delivered®,https://programs.dsireusa.org/system/program/detail/22482/orlando-utilities-commission-efficiency-delivered,FL,Financial Incentive,Rebate Program,12/20/2022
Florida PACE programs,https://programs.dsireusa.org/system/program/detail/3869/florida-pace-programs,FL,Financial Incentive,PACE Financing,1/4/2010
Gainesville Regional Utilities - Energy Efficiency Rebate Program,https://programs.dsireusa.org/system/program/detail/1450/gainesville-regional-utilities-energy-efficiency-rebate-program,FL,Financial Incentive,Rebate Program,5/2/2006
Florida Power and Light - Residential Energy Efficiency Program,https://programs.dsireusa.org/system/program/detail/2905/florida-power-and-light-residential-energy-efficiency-program,FL,Financial Incentive,Rebate Program,4/1/2008
Duke Energy Florida - Home Energy Check Audit and Rebate Program,https://programs.dsireusa.org/system/program/detail/1427/duke-energy-florida-home-energy-check-audit-and-rebate-program,FL,Financial Incentive,Rebate Program,4/26/2006
City of Tallahassee Utilities - Grant Programs,https://programs.dsireusa.org/system/program/detail/1774/city-of-tallahassee-utilities-grant-programs,FL,Financial Incentive,Grant Program,7/12/2006
Beaches Energy Services - Residential Energy Efficiency Rebate Program,https://programs.dsireusa.org/system/program/detail/3618/beaches-energy-services-residential-energy-efficiency-rebate-program,FL,Financial Incentive,Rebate Program,8/18/2009
Lakeland Electric - Residential Conservation Rebate Program,https://programs.dsireusa.org/system/program/detail/3616/lakeland-electric-residential-conservation-rebate-program,FL,Financial Incentive,Rebate Program,8/18/2009
JEA - Residential Energy Efficiency Rebate Program,https://programs.dsireusa.org/system/program/detail/4723/jea-residential-energy-efficiency-rebate-program,FL,Financial Incentive,Rebate Program,4/4/2011
Tampa Electric - Residential Energy Efficiency Rebate Program,https://programs.dsireusa.org/system/program/detail/1356/tampa-electric-residential-energy-efficiency-rebate-program,FL,Financial Incentive,Rebate Program,4/18/2006
City of Miami - Green Building Density Bonus,https://programs.dsireusa.org/system/program/detail/5903/city-of-miami-green-building-density-bonus,FL,Financial Incentive,Green Building Incentive,9/6/2016
Orlando Utilities Commission - Electric Vehicle Rebate Program,https://programs.dsireusa.org/system/program/detail/22307/orlando-utilities-commission-electric-vehicle-rebate-program,FL,Financial Incentive,Rebate Program,7/17/2021
Kissimmee Utility Authority - Electric Vehicle Rebate Program,https://programs.dsireusa.org/system/program/detail/22306/kissimmee-utility-authority-electric-vehicle-rebate-program,FL,Financial Incentive,Rebate Program,7/16/2021
Miami-Dade County - Green Building Expedited Plan Review,https://programs.dsireusa.org/system/program/detail/3128/miami-dade-county-green-building-expedited-plan-review,FL,Financial Incentive,Green Building Incentive,11/11/2008
Miami-Dade County - Florida PACE Finance Programs,https://programs.dsireusa.org/system/program/detail/4932/miami-dade-county-florida-pace-finance-programs,FL,Financial Incentive,PACE Financing,7/26/2011
Solar and CHP Sales Tax Exemption,https://programs.dsireusa.org/system/program/detail/243/solar-and-chp-sales-tax-exemption,FL,Financial Incentive,Sales Tax Incentive,1/1/2000
Property Tax Abatement for Renewable Energy Property,https://programs.dsireusa.org/system/program/detail/5426/property-tax-abatement-for-renewable-energy-property,FL,Financial Incentive,Property Tax Incentive,7/10/2013
Miami-Dade County - Green Lodging Program,https://programs.dsireusa.org/system/program/detail/5930/miami-dade-county-green-lodging-program,FL,Regulatory Policy,Green Power Purchasing,10/25/2016
